id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\n薫（27歳）は入水した浮舟を想い、悲しみに暮れています。しかし、彼女を隠したという噂の僧都の寺を訪れる際、皮肉にもかつての恋人・女二の宮との縁談が本格化していきます。生と死、執着と諦念が交錯する巻です。\n\n【登場人物と年齢/Characters and Ages】\n薫（Kaoru）: 27歳。浮舟を失った空虚を抱えつつ、政界での地位を確立。匂宮（Niou no Miya）: 28歳。女好きだが浮舟への情熱は本物。\n\n【見どころ/Highlights】\n消えた浮舟を巡る男たちのエゴと、季節の移ろい（蜻蛉）に人生の儚さを重ねる情緒的な描写にご注目ください。\n\n[English]\nKaoru (27) mourns the lost Ukifune, while his marriage to the Second Princess proceeds. This chapter explores the themes of obsession and the transience of life, symbolized by the dragonfly.",次へ進む/Proceed→2,,,,,court_music.mp3,autumn_garden.jpg,,,
2,normal,"【古文/Classical Japanese】\n明けぬるにやと、いとどしき御ながめを、とばかりして、念誦などしたまふ。はかなく消えにし人の御影を、心のうちに描き出したまふも、いとあぢきなし。\n\n【現代文/Modern Japanese】\n夜が明けたのだろうかと、薫は所在なく外を眺め、しばらく念仏を唱えていらっしゃいます。儚く消えてしまった浮舟の面影を心の中に描き出すのも、今となっては詮無いことですが、どうしても止めることができません。秋の訪れと共に、彼の心は一層深い孤独に沈んでいくのでした。\n\n[English]\nAs dawn breaks, Kaoru gazes out blankly and recites prayers. It is futile to picture the image of the woman who vanished like mist, yet he cannot stop himself. With the arrival of autumn, his heart sinks deeper into solitude.","庭を眺める/Gaze at the garden→3,昨夜を振り返る/Reflect on last night→4",,,,,meditation.mp3,veranda.jpg,,,
3,normal,"【古文/Classical Japanese】\n前栽の露、いと色深う置きわたしたり。浅茅が原の虫の音、いとど聞き知らぬ声々、乱れがましく。\n\n【現代文/Modern Japanese】\n庭の草むらには、露が色濃く降りて、朝の光に輝いています。浅茅が原に鳴く虫の声は、聞き慣れない音色を混ぜながら、騒がしく乱れ合っています。その乱れた音は、まるで今の薫の千々に乱れた心象風景そのものを映し出しているかのようです。生命の輝きと、間もなく消える宿命が同居しています。\n\n[English]\nDew rests heavily on the garden plants, sparkling in the morning light. The chirping of insects in the parched fields is a chaotic medley of unfamiliar voices, mirroring Kaoru's distracted mind. There is a co-existence of vibrant life and the fate of soon vanishing.","虫の音を聴く/Listen to insects→5,戻る/Back→2",,,,,nature_ambient.mp3,grass.jpg,,,
4,normal,"【古文/Classical Japanese】\n匂宮の御心も、なほざりならず、いみじう嘆きわびたまへり。かの宇治のあたりの人びと、いとあやしく、術なきことに思ひきこえたり。\n\n【現代文/Modern Japanese】\n匂宮の御心も、決していい加減なものではなく、浮舟の失踪を激しく嘆き悲しんでいらっしゃいました。宇治の屋敷に残された女房たちも、主を失った不可解な事態に、どうしてよいか分からず途方に暮れています。匂宮の執着は、薫の静かな悲しみとは対照的に、激しく燃え上がる炎のようなものでした。\n\n[English]\nPrince Niou's grief was by no means superficial; he lamented her disappearance intensely. The ladies-in-waiting at the Uji villa were at a total loss over the mysterious loss of their mistress. Niou's obsession, unlike Kaoru's quiet sorrow, was like a fiercely burning flame.","匂宮を想う/Think of Niou→6,戻る/Back→2",,,,,sorrow.mp3,room_interior.jpg,,,
5,battle,【心の葛藤/Inner Conflict】\n薫は、浮舟が自ら命を絶ったという現実を直視できずにいます。後悔と疑念が、彼の精神を蝕み、執着の影となって襲いかかります。この「執着」という名の怪物に打ち勝ち、心の平安を取り戻さなければなりません。\n\n[English]\nKaoru cannot face the reality that Ukifune might have taken her own life. Regret and doubt haunt his spirit. He must overcome this monster called 'Obsession' to regain peace of mind.,戦う/Fight,執着の影/Shadow of Attachment,7,10,7,battle_classic.mp3,shadow.jpg,,,
6,normal,"【現代文/Modern Japanese】\n二人の貴公子の間には、妙な緊張感が漂っていました。同じ女性を愛し、同じように失った彼らは、敵対心と共感の間で揺れ動いています。薫は、匂宮の派手な嘆きを冷ややかに見つつも、自分の心の中に潜む独占欲を恥じるのでした。失われたものは、二度と戻らないという真実だけが重くのしかかります。\n\n[English]\nA strange tension hung between the two noblemen. Loving and losing the same woman, they wavered between rivalry and empathy. Kaoru viewed Niou's flamboyant grief coldly, yet felt ashamed of his own hidden possessiveness. Only the truth that what is lost never returns weighed heavily.","休息をとる/Take a rest→7,戻る/Back→4",,,,,sad_strings.mp3,corridor.jpg,,,
7,normal,"【食事/Dining】\n少しばかりの粥と干し菓子が運ばれてきました。薫は食欲がありませんが、周囲の勧めに従い、一口だけ口に運びます。食べ物の味は、砂を噛むようで、生命を維持することの空虚さを感じずにはいられません。\n\n[English]\nA small portion of congee and dried sweets is served. Though Kaoru has no appetite, he takes a bite at the urging of those around him. The food tastes like sand, highlighting the emptiness of maintaining life.",食事を摂る/Eat→8,,,,,,,!eat,,
8,normal,"【古文/Classical Japanese】\n六条院の姫君、御髪おろしたまふべきよしを、いと切に聞こえたまふ。帝も、いとほしう思し、許しがたく思し召したれば。\n\n【現代文/Modern Japanese】\n六条院の女二の宮は、出家を強く望んでいらっしゃいました。しかし、父である帝は彼女を不憫に思い、なかなかお許しになりません。そんな中、薫との縁談が具体化していくのです。浮舟への未練を断ち切れないまま、薫は新しい人生の責務に背中を押されていきます。生と死の対比が鮮明になります。\n\n[English]\nThe Second Princess strongly desired to take tonsure. However, the Emperor pitied her and withheld permission. Meanwhile, plans for her marriage to Kaoru solidified. Still clinging to his lingering feelings for Ukifune, Kaoru was pushed toward new life responsibilities.","将来を考える/Think of the future→9,戻る/Back→7",,,,,palace_bgm.mp3,imperial_garden.jpg,,,
9,normal,"【現代文/Modern Japanese】\n秋の夕暮れ、薫は写経を行い、浮舟の供養に専念しました。筆を運ぶたびに、彼女の儚げな笑みが脳裏をよぎります。自分がもっと早く彼女を連れ出していれば、という後悔の念は、いくらお経を唱えても消えることはありません。夕闇が迫り、蜻蛉（かげろう）が力なく空を舞っています。\n\n[English]\nOn an autumn evening, Kaoru devoted himself to copying sutras for Ukifune's soul. Each stroke of the brush brought her fragile smile to mind. The regret that he should have taken her away sooner never fades. As dusk approaches, dragonflies flutter feebly in the sky.","写経を続ける/Continue copying→10,戻る/Back→8",,,,,temple_bell.mp3,evening_view.jpg,,,
10,normal,"【古文/Classical Japanese】\n世の中はなべてかりそめの宿りと思ひなせど、なお人の別れはかなしきものなり。ありし日のこと、夢のごとくにぞ。 \n\n【現代文/Modern Japanese】\nこの世はすべて仮の宿りであると心に言い聞かせても、やはり人との別れは悲しいものです。かつての賑やかな日々、宇治の川音、すべてが夢のように遠ざかっていきます。薫は、自分の人生が、一時の光を放って消える蜻蛉の羽のように頼りないものに思えてなりませんでした。\n\n[English]\nThough one tells oneself that this world is but a temporary dwelling, parting with others remains sorrowful. Past lively days and the sound of the Uji River drift away like dreams. Kaoru couldn't help but feel his life was as fragile as a dragonfly's wing.","諦観に至る/Reach resignation→11,戻る/Back→9",,,,,zen_flute.mp3,river.jpg,,,
