id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\nかつての恋人・夕顔の遺児である玉鬘は、数奇な運命に翻弄され、筑紫の地で成長しました。彼女の美しさは評判となりますが、粗野な土豪の求婚から逃れるため、一家は京へと向かいます。光源氏は彼女を自分の娘として迎え入れ、六条院の華やかな生活が始まります。/ Tamakazura, the orphaned daughter of Yugao, grows up in Kyushu due to fate's whims. To escape a local lord's proposal, she flees to Kyoto. Genji adopts her, and her life at the Rokujo-in begins.\n\n【主な登場人物/Characters】\n光源氏（35歳）、玉鬘（22歳）、内大臣（35歳）/ Genji (35), Tamakazura (22), Naidaisin (35).\n\n【見どころ/Highlights】\n玉鬘の美貌と、彼女を巡る男たちの欲望、そして源氏の複雑な親心が描かれます。/ The beauty of Tamakazura and the intricate emotions of Genji and other suitors.",物語を始める/Start the Story→2,,,,,miyabi.mp3,gate.jpg,,,
2,normal,"【原文/Original Text】\n夕顔の三位の、筑紫にありけるを、その国の人、いみじく語りまうでけるを、乳母の夫の、大宰の少監なりけるがいふやう…\n\n【現代語訳/Modern Translation】\n夕顔の忘れ形見である玉鬘は、遠く筑紫の地で美しく成長していました。乳母一家は彼女を大切に育ててきましたが、土地の豪族・大夫監が彼女を強引に妻にしようと迫ります。老いた乳母たちは、このままでは姫君の気品が失われてしまうと嘆き、決死の覚悟で京への脱出を計画します。/ Tamakazura was growing up in Kyushu. A local lord, Taifu-no-Gen, pressured her to marry him. Her nurses, fearing for her dignity, planned a desperate escape to Kyoto.\n\n【English Translation】\nTamakazura had lived in the remote provinces, but her beauty could no longer be hidden. A powerful but crude local lord demanded her hand. Her loyal attendants, realizing she belonged in the capital, prepared a secret journey.","旅立つ/Set out on the journey→3,前の場面へ/Back→1",,,,,travel.mp3,coast.jpg,,,
3,normal,"【原文/Original Text】\n波の心も知らぬ身にて、はるばると海を渡りて…\n\n【現代語訳/Modern Translation】\n荒れ狂う玄界灘を越え、玉鬘一行は命がけで京を目指します。海賊の恐怖や厳しい自然環境に耐えながら、彼女の心にあるのは、まだ見ぬ父への憧憬でした。京に辿り着いたものの、かつての縁者は見当たらず、一行は長谷寺へ参詣して観音様に救いを求めます。そこで偶然にも、かつて夕顔に仕えていた右近と再会するのでした。/ Crossing the rough seas, they reached Kyoto but found no allies. They prayed at Hase-dera Temple, where fate led them to Ukon, a former servant of Tamakazura's mother.\n\n【English Translation】\nThey braved the terrifying waves of the sea to reach the capital. Finding no one to turn to, they sought divine help at Hase-dera. There, a miraculous encounter occurred with Ukon, who recognized the girl's resemblance to Yugao.","右近と語らう/Talk with Ukon→4,前の場面へ/Back→2",,,,,temple.mp3,temple.jpg,,,
4,normal,"【原文/Original Text】\n右近は、あまりにうれしくて、涙をのきてぞ、宮に聞こえける…\n\n【現代語訳/Modern Translation】\n右近は玉鬘の美しさに驚き、涙を流して喜びました。彼女はすぐに光源氏へ、夕顔の娘が見つかったことを報告します。源氏は夕顔との悲しい別れを思い出し、今度こそ彼女を幸せにしようと決意します。しかし、世間には内大臣の子であることを伏せ、自らの娘として六条院に迎え入れるという「偽りの親子」としての体裁を整えます。/ Ukon wept with joy and informed Genji. Genji, remembering Yugao, decided to protect Tamakazura but introduced her as his own daughter to the court.\n\n【English Translation】\nUkon was overcome with emotion. When Genji heard the news, he was moved to fulfill his past debt to Yugao. However, he chose a complex path: bringing her into his residence, the Rokujo-in, under the guise of being his long-lost daughter.","六条院へ移る/Move to Rokujo-in→5,前の場面へ/Back→3",,,,,miyabi.mp3,garden.jpg,,,
5,normal,"【原文/Original Text】\n十二月の十日ばかり、六条院にわたしたてまつる。西の対、いときよげにしつらひて…\n\n【現代語訳/Modern Translation】\n十二月の寒い頃、玉鬘は六条院の「夏の町」に迎えられました。ここは花散里が管理する場所で、源氏は細やかな配慮を持って部屋を整えさせました。玉鬘の美しさは、京の貴族たちの間ですぐに噂となります。彼女の気品と、筑紫で育ったとは思えない優雅な振る舞いに、源氏自身も次第に心を乱されていくのでした。/ In December, Tamakazura moved to the Rokujo-in. Her beauty soon became the talk of the capital. Genji himself began to feel an attraction that transcended parental love.\n\n【English Translation】\nShe was settled into the Summer Wing of the Rokujo-in. Her elegance surprised everyone, as she showed no signs of her rustic upbringing. Genji found himself increasingly captivated by the very daughter he was supposed to protect.","日常生活を送る/Daily life at the estate→6,前の場面へ/Back→4",,,,,calm.mp3,room.jpg,,,
6,normal,"【現代語訳】\n六条院での生活は穏やかですが、玉鬘の心は常に緊張していました。源氏はしばしば彼女のもとを訪れ、優しく言葉をかけますが、その眼差しには親愛以上のものが混ざっているように感じられます。一方で、源氏は彼女のために贅を尽くした衣服を選び、彼女の存在を世に知らしめようとします。ここでの食事は、筑紫での困窮を忘れさせるほど豪華なものでした。/ Life at the estate was peaceful but tense. Genji's visits were frequent and his gaze lingering. He provided her with the finest silks and lavish meals to mark her debut.\n\n【English Translation】\nThough surrounded by luxury, Tamakazura remained cautious. Genji showered her with attention and exquisite robes, yet his affection seemed dangerously ambiguous. She found solace in the refined meals served at the palace.","食事を摂る/Take a meal→7,前の場面へ/Back→5",,,,,,,!eat,,
7,battle,【心の葛藤/Inner Conflict】\n源氏が近くに座り、冗談めかして彼女の手を取ります。玉鬘は戸惑い、これが都の「父」の振る舞いなのかと悩みます。彼女は自分の立場を守るため、心の中で源氏の誘惑を退けなければなりません。/ Genji sits close and takes her hand. Tamakazura wonders if this is normal behavior for a father. She must mentally resist his advances to maintain her dignity.\n\n【English Translation】\nGenji's intimacy grew bolder. Tamakazura felt a rush of anxiety—was this truly how a father behaved in the capital? She had to fight the confusion within her heart to preserve her virtue.,抵抗する/Resist,源氏の思慕/Genji's Affection,7,15,8,battle.mp3,room.jpg,,,
8,normal,"【現代語訳】\n心の葛藤を乗り越え、玉鬘は毅然とした態度を保ちました。源氏も彼女の賢明さに気づき、強引な態度は控えるようになります。しかし、源氏は彼女をあえて目立たせることで、兵部卿宮や髭黒大将といった有力な求婚者たちを引き寄せます。彼らの恋文が山のように届き、玉鬘の周囲は俄かに騒がしくなっていきます。/ Tamakazura maintained her composure. Genji, impressed, moderated his approach but continued to attract other suitors to her, fueling a competitive fire among the nobility.\n\n【English Translation】\nBy standing her ground, she earned a respite from Genji's advances. However, Genji intentionally fanned the flames of interest among other lords. A deluge of love letters began to arrive, turning her quiet life into a center of courtly intrigue.","求婚者たちの噂を聞く/Hear rumors of suitors→9,前の場面へ/Back→7",,,,,miyabi.mp3,veranda.jpg,,,
9,normal,"【現代語訳】\n春の訪れとともに、六条院の庭園は百花繚乱の美しさを見せます。玉鬘は、源氏が用意した華やかな着物に身を包み、他の女君たちとの交流を深めます。しかし、彼女の心には常に、実の父である内大臣への想いがありました。いつか名乗りを上げたいと願いつつも、源氏の庇護下にある今の立場を壊すこともできない、複雑な乙女心が揺れ動きます。/ As spring arrived, the gardens bloomed. Tamakazura longed for her real father, Naidaisin, but felt trapped by her dependence on Genji.\n\n【English Translation】\nThe spring scenery was breathtaking, matching the splendor of Tamakazura's new life. Yet, her heart remained with her biological father. She lived in a delicate balance, grateful for Genji's protection but yearning for her true identity.","父を想う/Yearn for her father→10,前の場面へ/Back→8",,,,,spring.mp3,garden_spring.jpg,,,
10,normal,"【現代語訳】\n源氏は、内大臣が自分の娘（雲居の雁）の教育に苦心しているのを見て、内心で玉鬘という「隠し玉」を持っていることに優越感を感じていました。彼は玉鬘を最高の女性として磨き上げ、内大臣を驚かせようと企みます。そのための教育は厳しくも優雅で、和歌や書道の稽古が毎日続きました。/ Genji felt a secret superiority over Naidaisin. He planned to reveal Tamakazura at the perfect moment to surprise his rival, pushing her to excel in arts like poetry.\n\n【English Translation】\nGenji took pleasure in the secret he held. He dedicated himself to her education in calligraphy and poetry, intending to present her as a masterpiece of womanhood that would leave Naidaisin speechless.","稽古に励む/Practice the arts→11,前の場面へ/Back→9",,,,,koto.mp3,room.jpg,,,
11,normal,"【現代語訳】\n玉鬘のもとには、源氏の弟である兵部卿宮からも熱心な文が届きます。彼は蛍の光を借りて文を読むほど、彼女に執心していました。源氏はこれを利用して、ある晩、蛍を放って彼女の姿を浮かび上がらせるという悪戯を仕掛けます。これが有名な「蛍」の巻へと繋がる伏線となりますが、この時の玉鬘の当惑は計り知れないものでした。/ Suitors like Prince Hyobukyo sent passionate letters. Genji played a trick by releasing fireflies to reveal her beauty, an incident that would become legendary.\n\n【English Translation】\nPassionate pleas came from Prince Hyobukyo. Genji, ever the provocateur, orchestrated a scene where fireflies illuminated Tamakazura's face, a moment of startling beauty that only heightened the Prince's desire.","当惑する/Be bewildered→12,前の場面へ/Back温→10",,,,,night.mp3,night_garden.jpg,,,
12,normal,"【現代語訳】\nこうした華やかな騒動の合間に、玉鬘は静かに食事を摂り、自らの運命を静観します。筑紫の乾いた大地で食べた質素な食事を思い出し、今の贅沢な生活が夢のように儚いものであると感じていました。彼女の芯の強さは、そうした過酷な経験から生まれていたのです。/ Amidst the chaos, she reflected on her past hardships in Kyushu. Her strength came from knowing how fragile this luxury truly was.\n\n【English Translation】\nBetween the social whirlwinds, Tamakazura took her meals in quiet contemplation. She remembered the meager rations of her youth, which gave her the resilience to endure the pressures of the Rokujo-in.","一息つく/Take a break→13,前の場面へ/Back→11",,,,,,,!eat,,
13,battle,"【心の葛藤/Inner Conflict】\n周囲の男たちの欲望が渦巻く中、玉鬘は自分を見失いそうになります。誰を信じ、どの道を進むべきか。彼女の理性が、押し寄せる情動と戦います。/ Surrounded by the desires of men, she fights to stay true to herself. Her reason battles against the overwhelming tide of courtly expectations.\n\n【English Translation】\nThe swirling desires of the courtiers threatened to sweep her away. She had to steel her heart and rely on her intellect to navigate the treacherous waters of romantic intrigue.",自分を保つ/Keep one's self,世の荒波/Worldly Pressures,6,12,14,battle.mp3,room.jpg,,,
14,normal,"【現代語訳】\n戦いを終え、彼女の心には一筋の光が差し込みます。源氏の野心や男たちの執着を客観的に見つめることで、彼女は単なる「悲劇のヒロイン」から、自らの意志を持つ一人の女性へと脱皮していきます。彼女は、源氏の庇護を賢く利用しながら、父・内大臣との再会という真の目的を忘れませんでした。/ She grew from a victim of fate into a woman of will. While using Genji's protection, she never lost sight of her goal to reunite with Naidaisin.\n\n【English Translation】\nEmerging stronger, she began to view Genji's ambitions and the suitors' obsessions with detachment. She decided to play the role expected of her while secretly harboring her own plans for the future.","意志を固める/Firm up one's resolve→15,前の場面へ/Back→13",,,,,calm.mp3,veranda.jpg,,,
15,normal,"【現代語訳】\n物語は深まり、秋の気配が忍び寄ります。六条院の「夏の町」にも、涼やかな風が吹き抜けます。玉鬘の存在は、源氏と内大臣の間の複雑なライバル関係に新たな火種を投じることになります。読者は、この美しき女性が、平安貴族社会の縮図である六条院でどのように生き抜いていくのか、目を離すことができません。/ As autumn approached, Tamakazura became a pawn and a player in the rivalry between Genji and Naidaisin. Her survival in this society captivated all.\n\n【English Translation】\nThe air turned cool as autumn neared. Her presence added a new layer of tension to the long-standing rivalry between the two most powerful men in the realm. The stage was set for a dramatic revelation.","季節の移ろいを感じる/Feel the changing seasons→16,前の場面へ/Back→14",,,,,autumn.mp3,garden_autumn.jpg,,,
16,normal,"【現代語訳】\nある日、源氏は玉鬘に和歌の代筆を頼みます。彼女の筆跡が夕顔に似ていることに気づき、源氏は人知れず涙します。失われた恋人への想いを、娘という形で見出した源氏。その歪んだ愛情は、玉鬘にとって重荷でありながら、同時に彼女をこの上なく輝かせる光でもありました。/ Genji wept seeing her handwriting, which resembled Yugao's. His distorted love was a burden, yet it made her shine brighter in the court.\n\n【English Translation】\nWhen Genji asked her to transcribe a poem, the resemblance of her hand to her mother's brought him to tears. His affection was a heavy cloak, yet it provided the radiance she needed to stand out among the nobility.","想いに耽る/Indulge in thoughts→17,前の場面へ/Back→15",,,,,calm.mp3,room.jpg,,,
17,normal,"【現代語訳】\n玉鬘の評判を聞きつけた内大臣は、まだそれが自分の娘であるとは夢にも思っていません。しかし、彼は不思議とこの新しく現れた貴婦人に惹かれるものを感じていました。血の繋がりという目に見えない糸が、二人を次第に引き寄せていきます。物語は、家族の絆と偽りの親子関係が交錯するクライマックスへと向かいます。/ Naidaisin was drawn to this new lady, unaware she was his daughter. The invisible thread of blood began to pull them together toward a climax.\n\n【English Translation】\nNaidaisin felt an inexplicable pull toward the mysterious lady at Genji's estate. The bonds of blood were stirring, leading toward a revelation that would shatter the current status quo of the imperial court.","運命を感じる/Feel the fate→18,前の場面へ/Back→16",,,,,miyabi.mp3,gate.jpg,,,
