id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\n光源氏31歳から32歳の冬までを描く。最愛の藤壺が崩御し、源氏は深い絶望に沈む。また、明石の姫君が都に迎えられ、紫の上との養子縁組が進められる、血縁と愛執が交錯する巻である。\nGenji is 31 to 32 years old. This chapter depicts the death of Empress Fujitsubo, Genji's greatest love, plunging him into despair. Meanwhile, the Akashi Princess is moved to the capital to be raised by Murasaki, weaving a complex web of family and desire.\n\n【登場人物/Characters】\n光源氏(Genji):31-32、藤壺(Fujitsubo):崩御(Passed)、紫の上(Murasaki):23、明石の姫君(Akashi Princess):4。\n\n【見どころ/Highlights】\n藤壺の死後の源氏の出家への憧憬と、母を失った明石の姫君の可憐な姿。そして、空にたなびく薄雲に亡き人を重ねる情緒的な情景。\nThe longing for priesthood following Fujitsubo's death, and the poignant image of the Akashi Princess. The emotional scene where Genji sees the deceased in the drifting clouds.",物語を始める/Begin the story→2,,,,,court_music.mp3,palace_garden.jpg,,,
2,normal,"冬の足音が近づく二条院。明石の君は、愛娘を都の源氏のもとへ送る決意を固める。身分の低い自分の元で育てるより、源氏の正妻格である紫の上の養女となることが、娘の将来の幸せに繋がると信じたからである。しかし、母子の別れは断腸の思いであった。\nIn Nijo-in, as winter nears, the Akashi Lady decides to send her daughter to Genji. She believes that being raised by Murasaki, Genji's high-ranking consort, is better for the child's future than staying with her. Yet, the parting is heartbreaking.\n\n【原文/Original】\n「ゆく先を思ふには、いとかうしもあらじと思へど、さりとて別れむほどを思へば、え忍ぶまじきかな」\n'Thinking of her future, I know this is best, but thinking of our parting, I cannot endure it.'\n\n【現代語訳/Translation】\n明石の君は、娘の将来を思えばこうせずにはいられないと分かりつつも、別れの瞬間を思うと耐えがたい悲しみに暮れていた。\nThough she knew it was necessary, the Akashi Lady was consumed by unbearable grief at the thought of the separation.","雪の降る道を進む/Proceed through the snow→3,前の場面へ/Back to previous→1",,,,,sad_melody.mp3,snow_landscape.jpg,,,
3,normal,"明石の姫君が雪の中、華やかな車に乗せられて二条院に到着した。紫の上は、最初は複雑な感情を抱いていたが、現れた姫君のあまりの可愛らしさと、高貴な気品に一目で心を奪われる。実の子を持たない紫の上にとって、この出会いは運命的なものであった。\nThe Akashi Princess arrives at Nijo-in in a grand carriage through the snow. Murasaki, initially conflicted, is instantly charmed by the girl's beauty and nobility. For childless Murasaki, this is a fated encounter.\n\n【原文/Original】\n「いとをかしう、いみじき人の御さまなれば、いとど心もとなく、あなづらはしからず見ゆ」\n'She was so charming and extraordinary that one could not help but be impressed by her presence.'\n\n【現代語訳/Translation】\n姫君の様子があまりに可愛らしく立派であったので、紫の上は期待以上に彼女を尊重し、愛おしく感じたのである。\nThe princess was so lovely and dignified that Murasaki felt more respect and affection for her than expected.","姫君と対面する/Face the Princess→4,前の場面へ/Back to previous→2",,,,,soft_biwa.mp3,heian_room.jpg,,,
4,normal,"紫の上は、姫君を実の娘のように慈しみ、手厚く世話を焼き始める。明石の君から贈られた品々や、姫君の洗練された振る舞いを見て、紫の上はその母親の教養の高さに驚き、同時に密かな対抗心を抱く。二条院には新しい活気が生まれるが、源氏の心には常に藤壺への思慕があった。\nMurasaki cares for the princess as her own. Seeing the gifts from the Akashi Lady and the child's refined manners, Murasaki is surprised by the mother's high culture, feeling a quiet rivalry. New life fills Nijo-in, but Genji's heart still longs for Fujitsubo.\n\n【現代語訳/Translation】\n紫の上は、見知らぬ母の面影を姫君の中に探しつつ、最高の教育を施そうと決意する。源氏はその様子を微笑ましく見守る。\nMurasaki resolves to provide the best education, looking for traces of the unknown mother in the child. Genji watches fondly.\n\nここで温かい食事をとり、心を落ち着けることができる。\nYou can have a warm meal here to calm your mind.","食事をとる/Eat meal→5,前の場面へ/Back to previous→3",,,,,,,!eat,,
5,normal,"春が訪れ、世の中が華やぎ始めた頃、衝撃的な知らせが届く。源氏が生涯を通じて慕い続けた藤壺の宮が、病に倒れ、そのまま帰らぬ人となったのである。三十七歳という若さであった。源氏の悲嘆は言葉に尽くせず、世界の色がすべて失われたかのように感じられた。\nIn spring, shocking news arrives. Empress Fujitsubo, Genji's lifelong love, has fallen ill and passed away at thirty-seven. Genji's grief is beyond words; it feels as if the world has lost all color.\n\n【原文/Original】\n「あさましう、夢とのみまどはるるに、いとどこの世の、はかなく悲しきこと、類なし」\n'It felt like a dream; the transience and sorrow of this world were beyond compare.'\n\n【現代語訳/Translation】\nあまりのことに夢かと疑うばかりで、この世の無常さと悲しさが、これほど身に沁みることはなかった。\nHe wondered if it was a dream; the fleeting nature of life and sorrow had never felt so profound.","悲しみに沈む/Sink into sorrow→6,前の場面へ/Back to previous→4",,,,,funeral_march.mp3,dark_palace.jpg,,,
6,battle,藤壺の死により、源氏の心の中には激しい葛藤が生まれる。出家して浮世を捨てたいという願いと、残された人々への未練。そして、藤壺との禁断の密通という罪の意識が、亡霊のように彼を苦しめる。源氏は自らの内なる絶望と戦わねばならない。\nFujitsubo's death sparks a conflict in Genji's heart: the urge to renounce the world versus his lingering attachments. The guilt of their forbidden affair haunts him like a ghost. Genji must fight his internal despair.\n\n【現代語訳/Translation】\n「いっそこのまま俗世を捨ててしまいたい」という誘惑と、自責の念が源氏の魂を削り取っていく。内なる闇との決闘である。\nThe temptation to leave the world and the weight of guilt gnaw at Genji's soul. A duel with his inner darkness.\n\n【Battle/戦闘】\n内なる絶望との対峙 / Confronting Inner Despair,心の中で抗う/Resist within,内なる絶望/Inner Despair,7,12,7,disturbing_flute.mp3,dark_void.jpg,,,
7,normal,"激しい精神的苦痛を乗り越えた源氏は、藤壺のために盛大な法要を営む。しかし、供養を重ねても悲しみは癒えない。冷泉帝は、藤壺が亡くなった後、ある僧侶から自らの出生の秘密、すなわち自分は桐壺帝の子ではなく光源氏の子であることを知らされ、驚愕する。\nAfter overcoming his mental agony, Genji holds a grand memorial for Fujitsubo. However, the sorrow remains. Emperor Reizei learns the secret of his birth from a priest: he is Genji's son, not Emperor Kiritsubo's.\n\n【原文/Original】\n「わが御身の心もとなく、おぼつかなきこと、今ぞ思ひ知られぬる」\n'Now I finally understand the uncertainty of my own existence.'\n\n【現代語訳/Translation】\n冷泉帝は、これまで感じていた自分自身の違和感の正体を知り、運命の過酷さに愕然とした。\nEmperor Reizei discovered the truth behind his long-felt unease and was stunned by the cruelty of fate.","秘密を共有する/Share the secret→8,前の場面へ/Back to previous→6",,,,,sacred_chant.mp3,throne_room.jpg,,,
8,normal,"冷泉帝は実の父である源氏に対し、帝位を譲ろうと考えるほど苦悩するが、源氏はそれを固辞する。二人の間には、血縁という名の重い絆と、公にできない罪の共有が生まれた。一方、源氏は藤壺の死後、かつての恋人であった六条御息所の娘、秋好中宮を藤壺の代わりに後見することになる。\nReizei considers abdicating to Genji, his true father, but Genji refuses. A heavy bond of blood and shared secret sin is formed. Meanwhile, Genji begins to patronize Empress Akikonomu, the daughter of his former lover, as a successor to Fujitsubo's role.\n\n【現代語訳/Translation】\n血の繋がりを知った冷泉帝の苦悩は深く、源氏もまた、その秘密の重さに耐えながら、政治と後見に力を尽くす。\nReizei's agony is deep, and Genji, bearing the weight of the secret, devotes himself to politics and guardianship.","中宮を見舞う/Visit the Empress→9,前の場面へ/Back to previous→7",,,,,court_music.mp3,shrine_garden.jpg,,,
9,normal,"法要の合間に、源氏はふと空を見上げる。そこには薄くたなびく雲があった。その儚げな姿が、亡き藤壺の面影や、消え入りそうな自らの命と重なって見える。この「薄雲」こそが、この巻の象徴的な情景であり、タイトルとなっているのである。\nDuring the services, Genji looks up at the sky. He sees thin, drifting clouds. Their fragile appearance reminds him of Fujitsubo and his own fleeting life. These 'wisps of cloud' are the symbolic image of this chapter.\n\n【原文/Original】\n「見し人の煙となりし夕べより 鳴きわたるなるうすぐもの空」\n'Since the evening the one I loved turned to smoke, the clouds drift thin across the crying sky.'\n\n【現代語訳/Translation】\n愛する人が荼毘に付され煙となったあの日から、空を渡る薄雲を見るたびに、悲しみの涙が止まらない。\nSince that day my beloved was cremated, tears fall every time I see the thin clouds crossing the sky.","歌を詠む/Compose a poem→10,前の場面へ/Back to previous→8",,,,,melancholy_koto.mp3,cloudy_sky.jpg,,,
10,normal,"源氏は、藤壺の死をきっかけに、自らの人生を見つめ直す。権力の絶頂にありながら、その心は常に満たされない欠落感を抱えていた。明石の姫君の成長だけが、今の源氏にとっての数少ない光であった。彼は紫の上に、姫君を完璧な貴婦人に育てるよう改めて頼む。\nFujitsubo's death leads Genji to reflect on his life. At the peak of power, he feels a constant emptiness. The growth of the Akashi Princess is one of his few lights. He asks Murasaki again to raise her into a perfect lady.\n\n【現代語訳/Translation】\n華やかな宮廷生活の裏側で、源氏は精神的な救済を求めていた。幼い姫君の無邪気な笑顔が、彼の乾いた心をわずかに潤す。\nBehind the glamorous court life, Genji sought spiritual salvation. The young princess's innocent smile slightly soothes his parched heart.","姫君の様子を見る/Check on the Princess→11,前の場面へ/Back to previous→9",,,,,child_theme.mp3,inner_palace.jpg,,,
