id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\n薫（24歳）は亡き八の宮の三の君を匂宮に娶らせ、自身は二の君（中の君）への想いを断ち切れません。そんな中、夕霧の娘（六の君）との縁談や、今上帝の皇女（女二の宮）降嫁の話が持ち上がります。\n\n【登場人物/Characters】\n薫（Kaoru）: 24歳。出生の秘密に悩み、出家を志しつつ執着を捨てきれない。\n匂宮（Niou no Miya）: 25歳。華やかで情熱的な皇子。\n中の君（Naka no Kimi）: 宇治の生き残り。匂宮の妻。\n\n【見どころ/Highlights】\n宇治の姫君たちへの思慕と、都の華やかな宮廷生活との対比。宿木（寄生植物）に託された、不安定な愛の行方。\n\n【原文/Original】\n宿り木と思ひ出でずは木のもとの 旅寝もいかに寂しからまし\n\n【現代語訳/Modern Japanese】\n宿り木という言葉にあなたのことを思い出さなかったら、この木の下での旅寝はどれほど寂しかったことでしょう。\n\n【English】\nIf I had not thought of you as the 'ivy' covering the tree, how lonely my travel sleep beneath this trunk would have been.",物語を始める/Start Story→2,,,,,court_music.mp3,palace_gate.jpg,,,
2,normal,"薫は二条院に中の君を訪ねます。亡き大君の面影を追う薫にとって、妹である中の君は唯一の慰めでした。\n\n【原文/Original】\n今はとて絶えぬるあとに宿りきて なにをか頼むあやしきまでに\n\n【現代語訳/Modern Japanese】\n今はもうすべて終わってしまったはずの宇治の縁なのに、こうして宿木のように寄り添って、私は何を期待しているのでしょうか。\n\n【English】\nNow that everything is supposedly over, why do I still cling like ivy to these old ties? It is strange even to myself.\n\n宮廷の喧騒から離れ、薫は静かに過去を回想します。中の君は匂宮の寵愛を受けつつも、都の生活に孤独を感じていました。二人の会話は、亡き人々への追慕で満たされています。","中の君と語らう/Talk with Naka no Kimi→3,一歩引いて見守る/Watch from a distance→1",,,,,tranquil_koto.mp3,japanese_room.jpg,,,
3,normal,"秋の夜長、匂宮が六の君を正妻として迎えるという噂が流れます。中の君は不安に苛まれます。\n\n【原文/Original】\n思ふどち寄り合へるいとど宿り木の 葉がへにけりと見ゆる秋かな\n\n【現代語訳/Modern Japanese】\n親しい者同士が寄り添っている宿り木も、秋になれば葉の色が変わるように、人の心も移ろってしまうものですね。\n\n【English】\nEven the ivy leaves, where we huddled together, seem to have changed color this autumn—a sign of shifting hearts.\n\n薫は彼女の不安を察しながらも、自分の立場に苦慮します。彼は中の君を支えたいと願いつつ、それが道義に反することを恐れています。心は千々に乱れます。","不安を鎮める/Calm her anxiety→4,宇治の思い出を語る/Talk about Uji→2",,,,,sad_flute.mp3,autumn_garden.jpg,,,
4,normal,"今上帝は薫を信頼し、自らの皇女、女二の宮を彼に託そうと考えます。これは栄誉なことですが、薫の心は晴れません。\n\n【原文/Original】\nあぢきなき世にこそありけれ宿り木の しげきを頼む身をば思はで\n\n【現代語訳/Modern Japanese】\nなんとつまらない浮世でしょう。宿木のように頼りないものに執着している自分の境遇も顧みずに。\n\n【English】\nWhat a weary world this is. I dwell on my attachment to a fleeting bond, like ivy, without considering my own future.\n\n薫は出家への願望と、天皇の命という現実の狭間で葛藤します。世俗の絆が彼を強く引き止めます。","天皇の意向に従う/Follow the Emperor→5,葛藤と戦う/Battle with Inner Conflict→6,以前の迷いに戻る/Return to hesitation→3",,,,,solemn_court.mp3,throne.jpg,,,
5,normal,"宮中での宴が催されます。美しい料理が運ばれてきますが、薫の箸は進みません。\n\n【原文/Original】\n心細き宿り木に立ち寄りて 露の情けをかけしばかりに\n\n【現代語訳/Modern Japanese】\n心細い宿木のような縁を頼って立ち寄り、わずかな情をかけたばかりに、かえって苦しみが増すばかりです。\n\n【English】\nJust because I stopped by that lonely ivy and showed a drop of affection, my sorrows have only deepened.\n\nしかし、体力を維持しなければ、この複雑な政局を乗り切ることはできません。彼は静かに食事を口にします。","食事で英気を養う/Recover with food→7,心を落ち着ける/Regain composure→4",,,,,festive_music.mp3,banquet_hall.jpg,!eat,,
6,battle,薫の心の中で、世俗への執着と出家への渇望が激しくぶつかり合います。これは彼自身の内なる戦いです。\n\n【原文/Original】\n世を海と渡るもいかが宿り木の 朽ちぬる枝に身をば投げまし\n\n【現代語訳/Modern Japanese】\nこの世を苦しみの海として渡り続けるべきか。それとも朽ち果てた宿木の枝のように、この身を投じてしまおうか。\n\n【English】\nShould I cross this world as a sea of sorrow? Or should I cast myself away like a withered ivy branch?\n\n【戦い/The Battle】\n内なる迷い（Inner Hesitation）との決戦です。,向き合う/Confront,内なる迷い/Inner Hesitation,8,12,7,tense_strings.mp3,inner_mind.jpg,,,
7,normal,"内なる戦いに打ち勝ち、薫は女二の宮降嫁を受け入れる決意を固めます。それは彼にとって、大君への想いを封印する儀式でもありました。\n\n【原文/Original】\n立ち寄りて蔭をば頼む宿り木の なれし御代こそ恋しかりけれ\n\n【現代語訳/Modern Japanese】\n木陰を頼って立ち寄った宿木のように、馴れ親しんだ昔の御代（八の宮の時代）が恋しくてなりません。\n\n【English】\nLike ivy seeking the shade of a tree, I long for the familiar days of the old reign, now gone forever.\n\n薫は東宮の加冠の儀などを取り仕切り、華々しい活躍を見せます。しかしその瞳の奥には、常に寂寥感が漂っています。","式典の準備を進める/Prepare for Ceremony→8,自分を律する/Control oneself→6",,,,,solemn_court.mp3,ceremony.jpg,,,
8,normal,"匂宮と六の君の結婚が進みます。中の君は、自分が宇治の田舎者として捨てられるのではないかと絶望します。\n\n【原文/Original】\n宿り木を何に頼みし折からに 根白の草の枯れんとすらむ\n\n【現代語訳/Modern Japanese】\n何を頼りに宿木を信じていたのでしょう。根の白い草（中の君自身）が枯れていくのを待つばかりです。\n\n【English】\nWhy did I ever trust in the ivy? Now I, the white-rooted grass, can only wait to wither away.\n\n薫は中の君を見舞い、彼女の子供（匂宮の第一皇子）が生まれたことを喜びます。この子が、新しい希望の象徴となります。","子供の誕生を祝う/Celebrate the Birth→9,中の君を慰める/Comfort Naka no Kimi→7",,,,,soft_koto.mp3,dim_room.jpg,,,
9,normal,薫と女二の宮の婚儀が行われます。しかし、薫は新妻に大君の幻影を探してしまいます。\n\n【原文/Original】\nめづらしき光さし添ふ宿り木の 繁きを頼む秋の夜の月\n\n【現代語訳/Modern Japanese】\n新しい光が差し込む宿木。秋の夜の月が、その繁茂を約束しているかのようです。\n\n【English】\nA rare light shines upon the ivy; the autumn moon seems to promise a flourishing future for these branches.\n\n女二の宮は若々しく高貴ですが、薫の心を満たすには至りません。彼は宿命のように、常に「ここではないどこか」を求めています。,"月を眺める/Gaze at the Moon→10,過去を想う/Think of the past→8",,,,,night_ambient.mp3,moonlight_garden.jpg,,,
10,end,"物語は終盤へ。薫は再び宇治を訪れます。そこには、亡き大君に生き写しの女性が住んでいるという噂がありました。\n\n【原文/Original】\n荒れ果つる宿り木の枝を吹きしをり 昔に変はる秋の風かな\n\n【現代語訳/Modern Japanese】\n荒れ果てた宿木の枝を吹き折るように、昔とは様変わりした秋の風が吹いています。\n\n【English】\nLike the autumn wind that breaks the withered ivy branches, time has changed everything from the days of old.\n\n【次巻予告 / Next Chapter Preview】\n第五十帖「東屋（あずまや）」。\n薫はついに、大君の面影を持つ異母妹「浮舟」と出会います。二条院に迎え入れられた彼女を巡り、新たな執着と悲劇の幕が開きます。\n\n[Next Chapter: Azumaya (The Pavilion)]\nKaoru finally encounters Ukifune, who bears a striking resemblance to his lost Oigimi. As she is brought to the capital, the curtain rises on a new saga of obsession and tragedy.\n\n【見どころ / Highlights】\n・隠されていた浮舟の登場。/ The appearance of the hidden Ukifune.\n・薫の抑えきれない情動。/ Kaoru's uncontrollable emotions.\n・都の邸で揺れ動く女性の運命。/ The flickering fate of a woman in the capital mansions.","おわり/The End",,,,,clear_fanfare.mp3,uji_river.jpg,
