id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじと登場人物 / Synopsis and Characters】\n\n源氏物語第三十三帖「藤裏葉（ふじのうらば）」は、光源氏の栄華が頂点に達する記念碑的な巻です。主な登場人物は、光源氏（39歳）、内大臣（40歳）、夕霧（19歳）、雲居の雁（20歳）です。長年、内大臣の反対によって引き裂かれていた夕霧と雲居の雁の恋が、ついに成就へと向かいます。光源氏の権威は揺るぎないものとなり、准太上天皇の待遇を受けるまでの伏線が描かれます。見どころは、かつての政敵であった内大臣との和解と、華やかな宴の情景です。\n\n[English]\nThis chapter, 'Fuji no Uraba' (The Wisteria Leaves), marks the peak of Hikaru Genji's prosperity. Characters: Genji (39), Naidaijin (40), Yugiri (19), and Kumoi no Kari (20). The long-thwarted love between Yugiri and Kumoi no Kari finally moves toward fulfillment as Naidaijin relents. Genji's influence becomes absolute. Key highlights include the reconciliation between Genji and his former rival, and the lavish banquets.",物語を始める (Start the Story)→2,,,,,court_music.mp3,,,,
2,normal,"【内大臣の葛藤 / Naidaijin's Conflict】\n\n「いかで見しをだに忘れむと思ふに、いとどしき御心ばへかな。」\n\n内大臣は、娘の雲居の雁を皇太子に入内させようという野心を抱いていましたが、夕霧との恋仲が発覚し、計画は頓挫しました。しかし、今や飛ぶ鳥を落とす勢いの光源氏の嫡男・夕霧を無視し続けることは、得策ではないと考え始めています。夕霧の誠実な振る舞いと、何より娘の沈んだ様子を見るにつけ、内大臣の心は揺れ動きます。意地を張り続けることの虚しさと、親心の間で、彼は深い溜息をつくのでした。\n\n[English]\nNaidaijin once hoped to send Kumoi no Kari to the Crown Prince, but their secret love ruined his plans. Now, seeing Yugiri's rising status and his daughter's persistent sorrow, his resolve softens. He realizes that stubbornness may lead to a loss of face and further misery for his child. Amidst these conflicting emotions, he begins to contemplate a path toward reconciliation.","内大臣の邸宅へ (To Naidaijin's Mansion)→3,前の場面へ (Previous)→1",,,,,ambient_sad.mp3,palace_room.jpg,,,
3,normal,"【藤の宴への招待 / Invitation to the Wisteria Banquet】\n\n「藤の花、今ぞ盛りなる。いざ、ことさらに御覧ぜよ。」\n\n内大臣は自邸で藤の花を愛でる宴を催すことを決め、夕霧を招待しました。これは事実上の降伏であり、二人の結婚を認めるという意思表示でもありました。夕霧は緊張の面持ちで内大臣の邸を訪れます。庭園には見事な藤が咲き誇り、その紫の房は風に揺れて、まるでこれまでの苦難を洗い流すかのような美しさです。内大臣は、かつての厳しい態度を翻し、夕霧を温かく、かつ威厳を持って迎え入れました。\n\n[English]\nNaidaijin decides to host a wisteria-viewing banquet and invites Yugiri—a silent gesture of surrender and acceptance. Yugiri arrives with great trepidation. The wisteria in the garden are at their peak, their purple clusters swaying in the breeze as if to wash away years of resentment. Naidaijin welcomes Yugiri with a newfound warmth, blending his natural dignity with a fatherly invitation to join the festivities.","酒宴に加わる (Join the Banquet)→4,前の場面へ (Previous)→2",,,,,court_music.mp3,wisteria_garden.jpg,,,
4,normal,"【和解の盃 / The Cup of Reconciliation】\n\n「もろかずの 枝にしをれば 藤の花……」\n\n宴の席では、多くの高官たちが並び、音楽が奏でられます。内大臣は夕霧に自ら盃を差し出し、遠回しにこれまでの非を詫びるような和歌を詠みます。夕霧は、長年待ち望んだこの瞬間に、胸が熱くなるのを抑えきれませんでした。格式高い言葉のやり取りの中に、男同士の情愛と信頼が芽生え始めます。かつてのわだかまりは、芳醇な酒の香りと共に、夜の闇へと消えていきました。\n\n[English]\nAt the banquet, surrounded by high-ranking officials and traditional music, Naidaijin personally offers Yugiri a sake cup. He composes a poem subtly acknowledging his past harshness. Yugiri, overwhelmed by the realization that his long wait is finally over, accepts the cup with deep emotion. Through the formal exchange of poetry, a bond of mutual respect forms. The old animosity dissolves into the fragrance of the wine and the cool night air.","食事を楽しむ (Enjoy the Meal)→5,前の場面へ (Previous)→3",,,,,court_music.mp3,,!eat,,
5,normal,"【夕霧と雲居の雁、再会 / Reunion of Lovers】\n\n「久しくなりぬる御対面かな。年月をへだてて、いかに思しつらむ。」\n\n宴の後、夕霧はついに雲居の雁との再会を許されます。数年ぶりの対面、二人は言葉を失い、ただ涙を流すばかりでした。幼い日の無邪気な恋心は、離れていた歳月の間に、深く強い愛情へと育っていました。部屋の几帳越しに交わされる言葉は、どれほど尽くしても足りないほどです。夜が更けるのも忘れ、二人はこれまで耐えてきた寂しさと、これからの希望を語り合いました。\n\n[English]\nAfter the feast, Yugiri is finally allowed to see Kumoi no Kari. Meeting after several years of separation, they find themselves speechless, tears streaming down their faces. Their childhood infatuation has matured into a profound, resilient love. Through the silk partitions, they exchange words that can hardly encompass the depth of their longing. Forgetting the passage of time, they share stories of the lonely years and their hopes for the future.","愛を誓い合う (Vow Eternal Love)→6,前の場面へ (Previous)→4",,,,,ambient_love.mp3,night_room.jpg,,,
6,battle,"【心の葛藤：内大臣の矜持 / Inner Battle: Naidaijin's Pride】\n\n「わが娘、されど源氏の勢いには……」\n\n内大臣の心の中では、今なお複雑な葛藤が渦巻いています。娘を最高位に据えたかったという野心と、光源氏という圧倒的な存在への対抗心。これらを完全に捨て去ることは容易ではありません。彼は自分のプライドを納得させるために、自分自身と戦わねばなりません。この「戦い」は、かつての敵意を整理し、新しい時代の流れを受け入れるための儀式でもあります。\n\n[English]\nInside Naidaijin's heart, a complex struggle continues. The ambition to place his daughter at the highest rank and his rivalry with Genji are not easily discarded. He must battle his own pride to find peace with this outcome. This 'battle' is a psychological ritual to settle old scores and accept the shifting currents of power in the imperial court.",葛藤に打ち勝つ (Overcome the Conflict),内大臣の矜持 (Pride of Naidaijin),7,8,7,battle_drums.mp3,palace_corridor.jpg,,,
7,normal,"【葛藤の終焉 / End of Conflict】\n\n内大臣は己のプライドに区切りをつけました。光源氏の力はもはや抗えるものではなく、それを受け入れることが一族の繁栄に繋がると悟ったのです。夕霧という優れた若者を婿に迎えることは、決して負けではなく、むしろ強力な後ろ盾を得ることなのだと。彼の表情からは、長年の険が取れ、晴れやかな笑みがこぼれました。\n\n[English]\nNaidaijin finally settles his pride. He realizes Genji's power is insurmountable and accepting it is the key to his family's continued prosperity. Welcoming a talented youth like Yugiri as a son-in-law is not a defeat, but a strategic alliance. His expression softens, and for the first time in years, a genuine smile appears on his face.",次へ進む (Proceed)→8,,,,,court_music.mp3,,,,
8,normal,"【六条院への帰還 / Return to Rokujo-in】\n\n「いみじう、めでたき御ことなり。世の常ならず。」\n\n夕霧と雲居の雁の仲が公認されたことは、六条院にも伝えられました。光源氏は、息子が自らの努力で道を切り開いたことを喜びつつも、親としての安堵を感じます。六条院の春の町は、花々が咲き乱れ、喜びの声に包まれています。夕霧は父に報告するため、颯爽と馬を走らせます。その姿は、将来の宮廷を担う若きリーダーとしての輝きに満ちていました。\n\n[English]\nThe news of the officially recognized union reaches Rokujo-in. Genji is pleased that his son paved his own way and feels a fatherly sense of relief. The Spring Quarter of the mansion is filled with flowers and joyous voices. Yugiri rides back to report to his father, looking every bit the radiant young leader destined to shape the future of the imperial court.","光源氏と対面する (Meet Hikaru Genji)→9,前の場面へ (Previous)→7",,,,,horse_gallop.mp3,rokujoin_gate.jpg,,,
9,normal,"【父子の語らい / Father and Son Talk】\n\n「おのづから、思ふことかなふべき時もはべるなり。」\n\n光源氏は夕霧を迎え、穏やかに諭します。強引に事を進めるのではなく、誠意を尽くして待つことの大切さを教えます。夕霧は父の深い洞察力と慈愛に改めて感銘を受けました。二人は酒を酌み交わし、政治の未来や、亡き葵の上の思い出を語り合います。夕霧の成長を確認した源氏は、自らの地位を譲る準備が整いつつあることを確信するのでした。\n\n[English]\nGenji receives Yugiri and speaks gently to him, teaching that sincerity and patience often achieve more than force. Yugiri is moved by his father's insight and affection. They share wine, discussing the future of the government and memories of the late Lady Aoi. Observing Yugiri's growth, Genji feels confident that the time to eventually pass on his legacy is approaching.","夕食をとる (Have Dinner)→10,前の場面へ (Previous)→8",,,,,court_music.mp3,,!eat,,
10,normal,"【冷泉帝の行幸 / The Emperor's Visit】\n\n「御幸のありさま、いとどまばゆきまで見え給ふ。」\n\n冷泉帝の六条院への行幸が決定しました。これは光源氏にとって最高の名誉であり、臣下でありながら父としての立場を再確認する歴史的な出来事です。院内は準備に追われ、池には龍頭鷁首の船が浮かべられ、音楽や舞の稽古が連日行われます。華美を尽くした装飾と、四季折々の美しさが融合し、まさにこの世の極楽浄土が再現されようとしていました。\n\n[English]\nThe Emperor Reizei's visit to Rokujo-in is announced—the highest honor for Genji, reinforcing his unique position as both subject and father. The mansion bustle with preparations: dragon-headed boats are placed in the ponds, and rehearsals for music and dance continue daily. The fusion of lavish decoration and seasonal beauty creates a literal paradise on earth.","行幸を迎える (Welcome the Emperor)→11,前の場面へ (Previous)→9",,,,,royal_procession.mp3,garden_lake.jpg,,,
