id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\n須磨の地で激しい嵐に遭った光源氏は、夢枕に立った亡き父・桐壺院の教えに従い、明石へと向かいます。そこで待っていたのは、高潔な明石の入道と、その娘・明石の君との運命的な出会いでした。\n\n【登場人物と年齢/Characters and Ages】\n光源氏：26歳から27歳。須磨・明石での蟄居生活を送る。\n明石の入道：60代。元受領。娘の栄華を信じ、源氏を招く。\n明石の君：20歳前後。入道の娘。気品と才能を兼ね備えた女性。\n\n【見どころ/Highlights】\n嵐の去った後の美しい明石の情景と、都会から離れた孤独な魂同士が響き合う繊細なロマンスが描かれます。\n\nGenji, facing a fierce storm in Suma, follows his late father's spirit to Akashi. There, he meets the Akashi Novice and his daughter, Lady Akashi. This chapter highlights the beautiful scenery and the fated romance between the exiled prince and the noble lady of the coast.",物語を始める (Start Story)→2,,,,,court_music.mp3,suma_shore.jpg,,,
2,normal,"【原文/Original】\n須磨には、いとど心づくしの風吹き添ひて、海面（うみづら）をうららかに、入道も舟をさし寄せて、源氏の君を迎えまつる。\n\n【現代語訳/Modern Translation】\n須磨の地には、ますます物思いを誘う風が吹き渡っています。嵐が去り、海面が穏やかに晴れ渡った頃、明石の入道が自ら舟を寄せて、源氏の君をお迎えに上がりました。入道は、この貴人を自らの邸宅へ招くことが、亡き父からの啓示であると信じて疑いません。源氏は、慣れ親しんだ須磨を離れる寂しさを感じつつも、未知なる明石の地へ希望を抱きます。\n\n【English Translation】\nAt Suma, a wind that deepens one's melancholy continues to blow. As the sea calms after the storm, the Akashi Novice brings his boat to welcome Genji. The Novice believes that inviting Genji to his estate is a divine revelation. Genji, while feeling the sadness of leaving Suma, feels a spark of hope for the unknown land of Akashi.","明石へ向かう (Go to Akashi)→3,須磨を振り返る (Look back at Suma)→1",,,,,waves.mp3,boat.jpg,,,
3,normal,"【原文/Original】\n明石の浦は、いとどしくなまめかしき所なめり。入道の家は、山辺のいと清げなるに、秋の風吹き上がりて、いとあはれなり。\n\n【現代語訳/Modern Translation】\n明石の浦は、須磨にも増して優雅で風情のある場所でした。入道の邸宅は山側にあり、清らかで手入れが行き届いています。秋の風が吹き上がり、松の音と波の音が重なり合って、言葉に尽くしがたい情趣を醸し出しています。源氏はここでの生活に、これまでの蟄居の苦しみを癒やす安らぎを感じ始めました。入道は源氏を最大限の礼節をもって遇し、最高の調度品を整えます。\n\n【English Translation】\nThe coast of Akashi is even more elegant and charming than Suma. The Novice's house sits beautifully in the hills, where the autumn wind blows up, creating a profoundly moving atmosphere. Genji begins to find peace here, healing from the hardships of exile. The Novice treats Genji with the utmost respect, providing the finest furnishings.","邸内に入る (Enter the estate)→4,前の場面に戻る (Back)→2",,,,,calm_wind.mp3,akashi_mansion.jpg,,,
4,normal,"【原文/Original】\n入道、饗応の儀いと厳かにて、御膳など、いと清らに調ぜさせたり。酒宴のなごり、いとど月もはなやかなるに。\n\n【現代語訳/Modern Translation】\n入道によるもてなしは非常に厳粛かつ豪華なものでした。食膳には、土地の山海の珍味が清らかに盛り付けられています。源氏は久しぶりに人心地のつく食事を楽しみ、心身ともに回復していくのを感じました。夜が更けるにつれ、月はますます華やかに輝き、酒宴の雰囲気は最高潮に達します。源氏はこの地での生活が、単なる隠遁ではないことを予感します。\n\n【English Translation】\nThe Novice's hospitality is solemn and grand. The meal is beautifully prepared with local delicacies. Genji enjoys this civilized meal after a long time, feeling his spirit recover. As the night deepens, the moon shines brilliantly, and the feast reaches its height. Genji senses that his life here will be more than just a simple seclusion.","食事を終える (Finish meal)→5,前の場面に戻る (Back)→3",,,,,koto_music.mp3,banquet.jpg,!eat,,
5,battle,【心の葛藤/Inner Conflict】\n源氏は都への未練と、明石での新しい縁の間で心が揺れ動きます。孤独への恐怖と、高貴な身分としての矜持が火花を散らします。\n\n【English Translation】\nGenji's heart wavers between his attachment to the capital and the new connections in Akashi. Fear of loneliness and his pride as a high-ranking noble clash within him.,葛藤を克服する (Overcome conflict),孤独の影 (Shadow of Loneliness),6,10,6,melancholy.mp3,moonlight.jpg,,,
6,normal,"【原文/Original】\n明石の姫君のことを、入道いと思ひあがりて、聞こえ出でたり。源氏の君も、その心ざしをあはれと思して。\n\n【現代語訳/Modern Translation】\n入道は、大切に育ててきた娘、明石の君のことを源氏に話し始めました。彼女がいかに優れた才能を持ち、気品に溢れているか、そして彼女を都の貴人に合わせることこそが自らの宿願であると語ります。源氏は入道の並々ならぬ熱意に心を打たれ、まだ見ぬその女性に対して深い興味を抱くようになります。月明かりの下、二人の運命が静かに交錯し始めます。\n\n【English Translation】\nThe Novice speaks to Genji about his daughter, Lady Akashi, whom he has raised with great care. He describes her exceptional talent and grace, revealing his lifelong wish to marry her to a noble from the capital. Genji is moved by the Novice's extraordinary passion and develops a deep interest in this unseen woman. Under the moonlight, their fates begin to intertwine.","彼女の噂を聞く (Hear more of her)→7,前の場面に戻る (Back)→4",,,,,gentle_koto.mp3,moonlight.jpg,,,
7,normal,"【原文/Original】\n琴の音にいとど、うちとけぬ心のうちを、かき合はせつつ、夜もすがら物語したまふ。人の御さまの、いと尊きまで見え給ふ。\n\n【現代語訳/Modern Translation】\n源氏は琴を弾き、入道と夜通し語り合いました。源氏の奏でる音色は、洗練された都の響きであり、入道はその尊い姿に涙を流して感動します。源氏自身も、この静かな夜に自分の心の内を少しずつ解き放っていくのを感じていました。明石の君が住む「岡辺の屋」からは、かすかに和琴の音が聞こえてくるようで、源氏の想像力をかき立てます。\n\n【English Translation】\nGenji plays the koto and talks with the Novice throughout the night. Genji's melody carries the sophisticated air of the capital, deeply moving the Novice to tears. Genji himself feels his heart slowly opening in the quiet night. From the hills where Lady Akashi lives, a faint sound of a koto seems to drift, stirring Genji's imagination.","琴の音を追う (Follow the sound)→8,前の場面に戻る (Back)→6",,,,,koto_solo.mp3,autumn_night.jpg,,,
8,normal,"【原文/Original】\n岡辺の屋に、御文を遣はしたまふ。返り言の、いとつつましげに書きなしたる、筆づかひ、いとめでたし。\n\n【現代語訳/Modern Translation】\n源氏はついに明石の君へ文を送りました。しばらくして届いた返事は、非常に慎み深く、それでいて洗練された筆跡で書かれていました。その一通の文から、彼女の教養の高さと、田舎じみていない都会的な気品が伝わってきます。源氏は、このような辺境の地に、これほどまでの女性が隠れていたことに驚き、彼女への想いをさらに募らせていくことになります。\n\n【English Translation】\nGenji finally sends a letter to Lady Akashi. The reply that eventually arrives is written in a modest yet sophisticated hand. From this single letter, her high level of education and urban elegance shine through. Genji is surprised that such a woman is hidden in this remote place, and his feelings for her grow even stronger.","文を読み返す (Reread the letter)→9,前の場面に戻る (Back)→7",,,,,writing_paper.mp3,letter.jpg,,,
9,normal,"【原文/Original】\n月もいとはなやかなるに、忍びてかの岡辺の屋へ渡りたまふ。道すがらの虫の音、いとあはれに聞こゆ。\n\n【現代語訳/Modern Translation】\n月が非常に明るく輝く夜、源氏は人目を忍んで岡辺の屋敷へと向かいました。道中、草むらから聞こえる虫の音は、秋の深まりを感じさせ、源氏の情緒をかき立てます。華やかな都の恋とは違い、この寂しい土地での忍び会いは、より一層、命の儚さと美しさを感じさせるものでした。源氏は緊張と期待を胸に、彼女の住まう門をくぐります。\n\n【English Translation】\nOn a night when the moon shines brilliantly, Genji secretly makes his way to the hillside estate. Along the path, the chirping of insects signals the deepening of autumn, heightening Genji's emotions. Unlike the grand romances of the capital, this secret tryst in a lonely land makes him feel the fragility and beauty of life even more. With nerves and anticipation, he passes through her gate.","門をくぐる (Pass the gate)→10,前の場面に戻る (Back)→8",,,,,insects.mp3,gate.jpg,,,
10,battle,【心の葛藤/Inner Conflict】\n明石の君は、あまりの身分の差に、源氏を受け入れることを躊躇います。彼女のプライドと不安が、源氏の情熱とぶつかり合います。\n\n【English Translation】\nLady Akashi hesitates to accept Genji due to the vast difference in their social status. Her pride and anxiety clash with Genji's passion.,対話で心を開く (Open her heart),戸惑いの壁 (Wall of Hesitation),7,12,11,tension.mp3,sliding_door.jpg,,,
