id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\n光源氏が須磨・明石へ蟄居していた間、末摘花（すえつむはな）は困窮の極みにありました。邸は荒れ果て、蓬（よもぎ）が生い茂る中、彼女はひたすら源氏の再会を信じて待ち続けます。本巻は、帰京した源氏が偶然彼女の邸を訪れ、その一途さに心打たれる再会を描きます。\n\n【登場人物・年齢/Characters & Ages】\n光源氏 (Hikaru Genji)：28歳～29歳。須磨から帰京し、権勢を取り戻した頃。\n末摘花 (Suetsumuhana)：源氏より数歳年上。不器用で古風な姫君。\n\n【見どころ/Highlights】\n荒廃した邸宅の情景描写と、世間に忘れ去られても節操を守り通す末摘花の健気さと滑稽さの対比が見どころです。\n\nEnglish:\nWhile Genji was in exile at Suma and Akashi, Suetsumuhana lived in extreme poverty. Her mansion fell into ruin, overgrown with wormwood (yomogiu), yet she remained faithful, waiting for Genji's return. This volume depicts their reunion after Genji returns to the capital and is moved by her unwavering devotion.",物語を始める/Start the Story→2,,,,,miyabi.mp3,garden.jpg,,,
2,normal,"【原文/Original Text】\n光る源氏の君、須磨・明石にものしたまひし二、三年のほど、二条の院には、紫の上の御まもり心細うて過ぐしたまひしを……。\n\n【現代語訳/Modern Translation】\n源氏の君が須磨や明石に隠棲されていた二、三年の間、都の末摘花の邸はすっかり荒れ果ててしまいました。家来たちは去り、門は朽ち果て、庭には蓬が膝を越すほどに生い茂っています。かつての面影はなく、ただ狐や梟が住処とする恐ろしい場所へと変わり果てていました。それでも末摘花は、亡き父常陸宮の教えを守り、誇りを捨てずに、源氏がいつか自分を思い出してくれることだけを支えに生きていたのです。\n\nEnglish:\nDuring Genji's two or three years of exile, Suetsumuhana's residence in the capital fell into complete disrepair. Her servants fled, the gates rotted, and wormwood grew knee-high in the garden. It became a desolate place inhabited only by foxes and owls. Nevertheless, she strictly followed her late father's teachings, clinging to her pride and the hope that Genji would one day remember her.",邸の様子を見る/Observe the Mansion→3,,,,,solitude.mp3,ruined_mansion.jpg,,,
3,normal,"【現代語訳】\n末摘花の窮乏は見るに堪えないものでした。着物は古びて擦り切れ、食事も満足に摂れない日々が続きます。伯母の藤壺の兵部卿宮の北の方（継母）からは「受領の妻になって地方へ行くべきだ」としつこく勧められますが、彼女はそれを頑なに拒みます。彼女にとって、高貴な血筋を守ることと、一度縁を結んだ源氏への貞節を守ることは、命に代えても譲れない一線だったのです。周囲の人々が彼女を「古臭い」「融通が利かない」と笑っても、彼女の心は揺るぎませんでした。\n\nEnglish:\nSuetsumuhana's poverty was unbearable. Her clothes were worn out, and she struggled to find enough to eat. Her aunt pressured her to marry a provincial governor and leave the capital, but she stubbornly refused. To her, preserving her noble lineage and remaining faithful to Genji were non-negotiable. Even as people mocked her for being old-fashioned and inflexible, her heart remained steadfast.",叔母の誘いを断る/Refuse the Aunt→4,,,,,sorrow.mp3,room.jpg,,,
4,normal,"【食事/Dining】\nわずかな蓄えも底を突き、末摘花の侍女たちは嘆き悲しみます。しかし、今日は古くからの忠実な侍女が、細々と守ってきた蓄えから質素な食事を用意してくれました。彼女たちはかつての栄華を思い出し、涙を流しながらその食事を共にします。たとえ粗末なものであっても、信義を守り抜く者同士の食事は、彼女の心にわずかな活力を与えました。ここでは一息ついて、英気を養うことにしましょう。\n\nEnglish:\nWith her resources exhausted, the servants wept. However, a loyal maid managed to prepare a simple meal from their dwindling supplies. They remembered former glories and wept together over the food. Even though it was humble, the shared meal among those who remained faithful gave her a small burst of energy. Let us take a rest here.",食事を摂る/Have a Meal→5,,,,,silent.mp3,kitchen.jpg,!eat,,
5,battle,"【心の葛藤/Internal Conflict】\n末摘花の心に迷いが生じます。「本当に源氏の君は戻ってきてくださるのだろうか。このまま独り、荒れた邸で朽ちていくのが私の運命なのだろうか」。孤独という名の魔物が彼女の精神を蝕もうと襲いかかります。世間の冷笑や、現実の飢えという苦しみに対し、彼女は自らの内なるプライドを武器に立ち向かわねばなりません。これは肉体の戦いではなく、己の尊厳を守るための魂の試練なのです。\n\nEnglish:\nDoubts arise in Suetsumuhana's heart. 'Will Lord Genji truly return? Is it my fate to rot away alone in this ruined mansion?' The demon of loneliness attacks her spirit. Against the mockery of the world and the pain of hunger, she must fight with her inner pride. This is not a physical battle, but a trial of the soul to protect her dignity.",孤独に立ち向かう/Fight Loneliness,孤独の闇/Darkness of Solitude,4,10,6,battle_bgm.mp3,dark_room.jpg,,,
6,normal,"【現代語訳】\n見事に心の迷いを振り払った末摘花は、再び静かに源氏を待つ決意を固めました。一方その頃、都に戻り権力を取り戻した源氏は、忙しい日々を送っていました。彼は多くの女性たちのことを思い出しては訪ねていましたが、正直なところ、あの鼻の赤い、少し風変わりな末摘花のことは記憶の隅に追いやられていたのです。しかし、ある雨の降る夜、彼はふと花散里の邸を訪ねる途中で、見覚えのある荒れ果てた森を通りかかります。\n\nEnglish:\nHaving dispelled her doubts, Suetsumuhana resolved once more to wait for Genji. Meanwhile, Genji, having returned to power, was busy. He visited many ladies, but honestly, the eccentric Suetsumuhana with the red nose had been pushed to the back of his mind. However, one rainy night, while on his way to visit Hanachirusato, he happened to pass by a familiar, overgrown forest.",荒れた邸を見つける/Find the Mansion→7,,,,,rainy_night.mp3,forest.jpg,,,
7,normal,"【現代語訳】\n源氏は牛車を止めさせました。「ここは確か、常陸宮の邸ではなかったか」と。随行していた惟光（これみつ）に命じて中を覗かせると、そこは人が住んでいるとは思えないほど荒廃していました。雑草が茂り、松の木には藤が絡みつき、門は倒れかかっています。源氏は「まさか、あの姫君はまだここに住んでいるのだろうか。それともとうに去ってしまったのか」と、淡い好奇心と一抹の罪悪感を抱きながら、中へ入ることを決めました。\n\nEnglish:\nGenji stopped his carriage. 'Was this not the residence of Prince Hitachi?' He ordered Koremitsu to look inside, finding it so dilapidated that it seemed uninhabitable. Weeds grew rampant, wisteria strangled the pines, and the gates were collapsing. 'Could she still be living here? Or has she long since left?' With a mix of curiosity and guilt, he decided to enter.",邸の中へ進む/Enter the Mansion→8,,,,,mist.mp3,ruined_gate.jpg,,,
8,normal,"【現代語訳】\n源氏が露に濡れながら邸の奥へ進むと、微かな灯火が見えました。驚いたことに、末摘花はまだそこにいたのです。彼女の侍女たちは、突然の源氏の来訪に慌てふためきます。あまりの落ちぶれた様を見られるのを恥じますが、同時に、数年越しの願いが叶ったことに涙を流します。源氏が声をかけると、末摘花は相変わらずの古風な様子で、しかし以前よりもさらに痩せ細った姿で現れました。\n\nEnglish:\nAs Genji walked deeper into the dew-drenched mansion, he saw a faint light. To his surprise, Suetsumuhana was still there. Her maids panicked at his sudden arrival, ashamed of their wretched condition yet weeping with joy that their years of prayers were answered. When Genji spoke, Suetsumuhana appeared, as old-fashioned as ever, but even thinner than before.",末摘花と対面する/Meet Suetsumuhana→9,,,,,reunion.mp3,dim_room.jpg,,,
9,normal,"【現代語訳】\n源氏は彼女の姿を見て、言葉を失いました。あまりにも一途に自分を待ち続け、そのためにこれほどの困窮に耐えてきた彼女の健気さに、深い感銘を受けたのです。彼は自分の不実を恥じました。「これほどまでに私を信じていた人を、私は忘れていたのか」と。源氏は彼女の手を取り、これからは決して見捨てないことを誓います。彼女の赤い鼻も、今は愛嬌というより、苦難を共にしてきた証のように思えました。\n\nEnglish:\nGenji was speechless at the sight of her. He was deeply moved by her devotion, having endured such poverty just to wait for him. He felt ashamed of his unfaithfulness. 'How could I have forgotten someone who believed in me so much?' Genji took her hand and promised never to abandon her again. Her red nose now seemed less an oddity and more a testament to her hardships.",誓いを立てる/Make a Vow→10,,,,,tender.mp3,room.jpg,,,
10,battle,"【心の葛藤/Internal Conflict】\n源氏の心の中で、美意識と道義心が戦います。「この女性を世話し続けることは、私の美学にかなうだろうか。あまりにも古臭く、華やかさがない」。しかし、一方で「情をかけた女性を見捨てることは、人の道に外れる」という強い良心が湧き上がります。源氏は自分勝手な美意識を打ち破り、真の慈悲の心を持つための内なる戦いに挑みます。末摘花を救うことは、源氏自身の人間としての成長でもあったのです。\n\nEnglish:\nWithin Genji's heart, aesthetics clash with morality. 'Does supporting this woman fit my aesthetic? She is so outdated and lacks brilliance.' Yet, a strong conscience rises: 'To abandon a woman I once loved is against the path of humanity.' Genji fights his selfish vanity to embrace true compassion. Saving Suetsumuhana was also a means for his own growth as a human being.",虚栄心と戦う/Fight Vanity,美意識の鎖/Chains of Vanity,5,10,11,battle_bgm.mp3,inner_mind.jpg,,,
