id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\n髭黒の大将は玉鬘を強引に正妻に迎えましたが、もとの北の方（真木柱の母）は悲嘆に暮れ、ついに狂乱に陥ります。北の方は実家の式部卿宮邸へ去ることになり、娘の真木柱は父との別れを惜しんで柱に歌を残します。玉鬘は望まぬ結婚に悩みつつも、運命を受け入れていきます。\n\n【登場人物/Characters】\n光源氏(36歳)、玉鬘(24歳)、髭黒の大将(31歳)、真木柱(12歳頃)。\n\n【見どころ/Highlights】\n家族の崩壊と、少女真木柱の健気な別れの儀式。玉鬘の苦悩と諦念。\n\n【English】\nHigekuro forcibly takes Tamakazura as his wife, driving his first wife into a state of madness. She returns to her father's estate, while their daughter, Makibashira, leaves a poem in a pillar to bid farewell to her home. Tamakazura, though distressed by this unwanted marriage, begins to resign herself to her fate.",物語を始める / Start Story→2,,,,,miyabi_calm.mp3,heian_room.jpg,,,
2,normal,"「いとはつらく、見棄てがたき御ありさまなれど……」\n髭黒の大将が玉鬘に執心するあまり、元の妻である北の方は孤独を深めていました。彼女は次第に心を病み、ついには大将に灰を投げつけるという暴挙にまで至ります。かつての高貴な女性の面影はなく、その狂乱ぶりは周囲を戦慄させました。\n\n【English】\nHigekuro's obsession with Tamakazura led him to neglect his first wife. Consumed by jealousy and sorrow, she eventually lost her mind, going as far as throwing ashes at him. Her noble elegance vanished, replaced by a madness that terrified those around her. It was a tragic downfall of a lady of high standing.","北の方の様子を見る / Observe the Wife→3,前へ戻る / Go Back→1",,,,,sad_strings.mp3,dusty_room.jpg,,,
3,normal,"「わが身の影とも思ひつる人々を……」\n北の方の父、式部卿宮は娘の無惨な様子を聞き、ついに彼女を実家へ引き取る決意をします。髭黒の大将が止めるのも聞かず、迎えの車が到着します。家の中は騒然となり、女房たちは涙を流して長年住み慣れた邸との別れを惜しみました。\n\n【English】\nUpon hearing of his daughter's wretched condition, Prince Shikibukyo decided to take her back to his estate. Despite Higekuro's half-hearted attempts to stop them, the carriages arrived. The household was in turmoil, and the ladies-in-waiting wept as they prepared to leave the home where they had spent so many years.","娘の真木柱に注目する / Focus on Makibashira→4,前へ戻る / Go Back→2",,,,,heavy_atmosphere.mp3,palace_hall.jpg,,,
4,normal,"「今はとて別るる道に……」\nわずか十二、三歳の真木柱は、狂乱する母と、自分たちを顧みなくなった父の間で、ひっそりと心を痛めていました。彼女は邸を去る間際、西の対の柱の割れ目に一首の歌を書き記した紙を差し込みます。これがのちに彼女が『真木柱』と呼ばれる由来となります。\n\n【English】\nYoung Makibashira, barely twelve, suffered quietly between her mad mother and her neglectful father. Just before leaving the mansion, she tucked a poem into a crack in a cedar pillar in the western wing. This poignant gesture of farewell would later lead to her being known by the name 'Makibashira'.","歌の内容を読む / Read the Poem→5,前へ戻る / Go Back→3",,,,,tender_flute.mp3,cedar_pillar.jpg,,,
5,normal,"「今はとて宿を離るる君よりも　とどまる柱心あらなむ」\n（今を最後としてこの家を去るあなたよりも、ここに残る柱よ、どうか私の心を知っていておくれ）\n幼い少女の切実な思いが、冷たい建築の一部である柱に託されました。彼女にとってこの柱だけが、唯一変わらぬ家族の証であったのかもしれません。\n\n【English】\n'Rather than you, who leave this house now, O pillar that remains, I wish you had a heart to remember me.' The young girl's earnest feelings were entrusted to a cold pillar. For her, this pillar might have been the only constant symbol of the family she once knew.","邸を去る一行を見送る / Watch them depart→6,前へ戻る / Go Back→4",,,,,nostalgic_theme.mp3,autumn_garden.jpg,,,
6,normal,"車は静かに動き出し、北の方と子供たちは式部卿宮邸へと運ばれていきました。髭黒の大将は追いかけようとしますが、もはや手遅れでした。彼は自分の振る舞いが招いた結果に、一瞬の虚しさを感じます。しかし、その心はすぐにまた玉鬘へと向いてしまうのでした。\n\n【English】\nThe carriages moved away silently, carrying the wife and children to the Prince's estate. Higekuro tried to follow, but it was too late. For a moment, he felt the emptiness caused by his own actions. However, his thoughts soon drifted back to Tamakazura, unable to break free from his obsession.","髭黒の葛藤 / Higekuro's Conflict→7,前へ戻る / Go Back→5",,,,,gentle_rain.mp3,cloudy_sky.jpg,,,
7,battle,「わが心ながら、あさましきまで……」\n髭黒の大将は、自らの情欲と道徳心の狭間で激しい葛藤に襲われます。家族を壊したという罪悪感が、彼の魂を責め立てます。これは彼自身の内面との戦いです。\n\n【English】\nHigekuro is struck by a fierce conflict between his desires and his conscience. The guilt of having destroyed his family torments his soul. This is a battle within himself.,戦う / Struggle,内なる罪悪感 / Inner Guilt,6,10,8,battle_tension.mp3,shadowy_room.jpg,,,
8,normal,"葛藤を制したものの、髭黒の心から迷いが消えたわけではありません。彼は玉鬘の待つ六条院へと急ぎます。一方で、玉鬘は自分を巡る争いや悲劇に心を痛め、食も細くなっていました。ここで少しの休息が必要です。\n\n【English】\nThough he suppressed his conflict, his doubts remained. He hurried to the Rokujo estate where Tamakazura waited. Meanwhile, Tamakazura was distressed by the tragedies surrounding her and had lost her appetite. A brief rest is needed here.","休息をとる / Rest and Eat→9,前へ戻る / Go Back→7",,,,,relax_koto.mp3,dining_area.jpg,!eat,,
9,normal,"玉鬘は、髭黒の大将との結婚を「宿世（しゅくせ）」、すなわち前世からの逃れられぬ運命として受け入れようと努めていました。源氏の君の思惑、髭黒の強引な愛、そして世間の噂。彼女はそれらすべてを静かに飲み込み、自らの立場を確立しようと決意します。\n\n【English】\nTamakazura tried to accept her marriage to Higekuro as 'Sukuse'—an inescapable fate from a previous life. Genji's schemes, Higekuro's forceful love, and the public's gossip; she quietly swallowed it all, resolving to establish her own place in this complicated world.","玉鬘の決意 / Her Resolve→10,前へ戻る / Go Back→8",,,,,serious_mood.mp3,tamakazura_room.jpg,,,
10,normal,"光源氏は玉鬘が自分の手元を離れることを惜しみつつも、髭黒の大将という強力な後ろ盾を得たことを政治的には良しとしていました。彼は玉鬘に対し、父親としての振る舞いを崩しませんが、その胸中には複雑な未練が渦巻いていました。\n\n【English】\nWhile Genji regretted Tamakazura leaving his direct care, he acknowledged that having Higekuro as her protector was politically advantageous. He maintained his role as a father figure, yet a complex lingering attachment swirled within his heart.","源氏の独白 / Genji's Monologue→11,前へ戻る / Go Back→9",,,,,genji_theme.mp3,veranda.jpg,,,
