id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじと見どころ】\n\n光源氏の三十六歳の春。六条院の春の御殿では、秋好中宮のために華やかな季の御遊びが催されます。蝶や鳥の装束を纏った童たちが舞い、貴族たちが和歌を交わす、源氏物語の中でも最も色彩豊かで平和な情景が描かれる帖です。\n\n【主な登場人物】\n\n・光源氏（36歳）：六条院の主。権勢の絶頂期にある。\n\n・紫の上（28歳）：春の町の主。中宮を美しくもてなす。\n\n・秋好中宮（27歳）：冷泉帝の中宮。亡き六条御息所の娘。\n\n・玉鬘（22歳）：内大臣の娘。源氏が養女として手元に置く。\n\n【見どころ】\n\n春と秋のどちらが優れているかを競う優美な争い、そして玉鬘を巡る公達の恋の鞘当てが見どころです。\n\n---\n\n[Summary & Highlights]\n\nGenji is 36 years old. In the Spring Quarter of Rokujo-in, a grand spring festival is held for Empress Akikonomu. Dancers dressed as birds and butterflies perform in a scene of unparalleled beauty and peace.\n\n[Key Characters]\n\n- Hikaru Genji (36): Master of Rokujo-in.\n- Murasaki (28): Lady of the Spring Quarter.\n- Akikonomu (27): The Empress.\n- Tamakazura (22): Daughter of the Palace Minister, now Genji's ward.\n\n[Highlights]\n\nThe aesthetic debate between spring and autumn, and the romantic interest surrounding Tamakazura.",六条院の春の朝へ進む/To the Spring Morning of Rokujo-in→2,,,,,miyabi.mp3,spring_garden.jpg,,,
2,normal,"【原文】\n\n「春の御殿の庭の気色、いとどえならぬに、池の汀の山吹、いと盛りにて、鏡を懸けたるようになむ見えける。」\n\n【現代語訳】\n\n六条院の春の町の庭の景色は、この上なく素晴らしいものです。池のほとりの山吹が今を盛りと咲き乱れ、水面に映るその黄色い花びらは、まるで鏡の中に黄金をちりばめたかのように眩しく輝いています。春の陽光が水面を揺らし、心地よい風が吹き抜けていきます。\n\n【English】\n\nIn the Spring Quarter, the garden was incomparably beautiful. The kerria roses along the lake’s edge were in full bloom, their reflection in the water looking like gold set in a mirror. The spring sunlight danced on the ripples, and a gentle breeze caressed the air.","さらに奥へ進む/Proceed Further→3,あらすじに戻る/Back to Summary→1",,,,,garden_ambience.mp3,yamabuki.jpg,,,
3,normal,"【原文】\n\n「中宮、春の御急ぎに御渡りあれば、紫の上、いとどおもだたしく、いかで見せ奉らむと思ほして。」\n\n【現代語訳】\n\n秋好中宮が春の町へお渡りになることになり、紫の上はたいそう誇らしく思われました。自慢の庭園や趣向を凝らしたもてなしを、どのようにしてお見せしようかと心を砕かれます。二人の高貴な女性の間の、美意識を競い合うような、それでいて親密な交流が始まろうとしています。\n\n【English】\n\nAs Empress Akikonomu prepared for her visit, Murasaki felt a sense of pride and excitement. She devoted herself to planning how best to showcase her garden and hospitality. A refined exchange between these two noble ladies, competing yet intimate in their aesthetics, was about to begin.","船遊びの準備を見る/Observe Boat Preparations→4,前へ戻る/Back→2",,,,,court_music.mp3,palace_hall.jpg,,,
4,normal,"【原文】\n\n「竜頭鷁首の舟ども、彩りはいとどしく、池に浮かべられたる、まことに浄土の心地するなり。」\n\n【現代語訳】\n\n池には竜の頭と鷁（しらさぎに似た想像上の鳥）の首を象った豪華な舟が浮かべられました。鮮やかに彩られた舟が、静かな池の水面を滑るように進む様子は、まさに極楽浄土の蓮池を彷彿とさせます。人々はこの世のものとは思えない光景に、ただため息をつくばかりでした。\n\n【English】\n\nBoats with dragon and phoenix prows, brilliantly decorated, were launched onto the lake. As they glided across the calm water, the scene was so exquisite that it felt like the Pure Land. Onlookers could only gasp at the sight, which seemed out of this world.","船遊びに参加する/Join the Boat Trip→5,前へ戻る/Back→3",,,,,water_lap.mp3,pond_boats.jpg,,,
5,normal,"【原文】\n\n「楽の声、水の上に響きわたりて、雲居のよそまでも聞こゆる心地す。」\n\n【現代語訳】\n\n奏じられる雅楽の調べが水面に反響し、空高く雲の彼方まで届くかのように響き渡ります。笛や笙の音が春の空気に溶け込み、聞く者の心を陶酔させます。船の上では貴公使たちが和歌を吟じ、この素晴らしい一刻を永遠に留めようとしています。\n\n【English】\n\nThe sounds of court music echoed over the water, seemingly reaching the very heavens. The melodies of flutes and reeds dissolved into the spring air, enchanting all who heard them. On the boats, noblemen recited poetry, seeking to immortalize this magnificent moment.","音楽に耳を傾ける/Listen to the Music→6,前へ戻る/Back→4",,,,,gagaku_flute.mp3,pond_performance.jpg,,,
6,battle,"【心の葛藤：雅と孤独】\n\nこの華やかな宴の中で、かつて六条御息所が抱いたような「秋の美しさこそ至高」という自負と、目の前の「春の圧倒的な輝き」の間で、秋好中宮の心には微かな葛藤が生じます。亡き母の思い出を守りたいという想いと、現在の幸福を享受したいという想いが戦います。\n\n【English】\n\n[Internal Conflict: Elegance vs. Solitude]\nAmidst the festivities, Empress Akikonomu feels a faint conflict between her loyalty to her late mother’s preference for autumn and the overwhelming brilliance of the spring before her eyes.",葛藤を乗り越える/Overcome the Conflict,秋と春の迷い/Conflict of Seasons,7,12,7,battle_tension.mp3,mind_scape.jpg,,,
7,normal,"【原文】\n\n「童たちの装束、鳥の羽、蝶の羽、さまざまにをかしきを。」\n\n【現代語訳】\n\n庭園に現れたのは、鳥の羽を背負った童と、蝶の羽を背負った童たちです。色とりどりの装束を纏い、軽やかに舞い踊る姿は、まるで本物の鳥や蝶が舞い降りたかのようです。彼らが運んできたのは、紫の上から中宮への、優雅な贈り物でした。\n\n【English】\n\nChildren appeared in the garden dressed as birds and butterflies. Wearing colorful costumes and dancing lightly, they looked as if real creatures had descended. They brought with them elegant gifts from Murasaki to the Empress.","舞を鑑賞する/Watch the Dance→8,前へ戻る/Back→5",,,,,dance_music.mp3,children_dance.jpg,,,
8,normal,【原文】\n\n「山吹の盛りなるを、折らせ給ひて、中宮に奉り給ふ。」\n\n【現代語訳】\n\n紫の上は、今が盛りの山吹の枝を折り、中宮へと捧げられました。そこには「春の美しさを秋の美しさより少しだけ高く評価してほしい」という、茶目っ気たっぷりのメッセージが込められていました。中宮は微笑みながら、その贈り物を受け取られます。\n\n【English】\n\nMurasaki broke off a branch of blossoming kerria and presented it to the Empress. It contained a playful message suggesting that the beauty of spring might just surpass that of autumn. The Empress accepted the gift with a graceful smile.,"宴の食事を楽しむ/Enjoy the Feast→9,前へ戻る/Back→7",,,,,miyabi.mp3,flower_gift.jpg,,,
9,normal,"【原文】\n\n「御酒まゐり、数多の御膳、いとどえならぬしつらひなり。」\n\n【現代語訳】\n\n宴の席では極上の酒が振る舞われ、贅を尽くした数々の料理が並びます。器の一つ一つまでが芸術品のようであり、その味もまた格別です。春の恵みをふんだんに使った食事に、誰もが心ゆくまで酔いしれます。ここで少し、旅の疲れを癒しましょう。\n\n【English】\n\nExquisite sake was served, along with a lavish array of dishes. Every vessel was a work of art, and the flavors were exceptional. Everyone indulged in the feast, which celebrated the bounties of spring. Let us rest here for a moment.","食事で英気を養う/Rest and Eat→10,前へ戻る/Back→8",,,,,festive_sounds.mp3,feast_table.jpg,!eat,,
10,normal,"【原文】\n\n「玉鬘の御もとには、兵部卿宮より、いと熱き御文なむ来ける。」\n\n【現代語訳】\n\n一方、玉鬘の元には、源氏の弟である兵部卿宮から情熱的な恋文が届いていました。彼女の美しさは公達の間で噂となっており、多くの男たちが彼女の心を射止めようと躍起になっています。源氏はそれを面白がりつつ、密かに自らも彼女に惹かれていくのでした。\n\n【English】\n\nMeanwhile, Tamakazura received a passionate letter from Prince Hyobu, Genji's brother. Her beauty was the talk of the court, and many men were eager to win her heart. Genji watched this with amusement, while secretly feeling an attraction to her himself.","玉鬘の部屋を覗く/Peek into Tamakazura's Room→11,前へ戻る/Back→9",,,,,koto_music.mp3,tamakazura_room.jpg,,,
