id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\n\n薫（二十四歳）は、八の宮の死後、残された大君と中君を支えようと心を砕きます。しかし、大君は自らの結婚を拒み、薫を妹の中君と結びつけようと画策します。秋の深まりとともに、宇治の山里には悲哀が満ちていきます。\n\n[Characters]\nKaoru (24), Oishi (Elder Princess), Naka no Kimi (Younger Princess), Niou no Miya (Genji's grandson).\n\n[Highlights]\nThe tragic resolve of Oishi and the melancholic beauty of Uji.\n\n宇治の晩秋、霧が深く立ち込める中、物語は深い悲しみと共に幕を開けます。/ In the late autumn of Uji, amidst deep mists, the story begins with profound sorrow.",大君の居所へ向かう/Go to Oishi's room→2,,,,,uji_ambient.mp3,uji_mist.jpg,,,
2,normal,"【原文/Original】\n\n「あげまきに 長き契りを むすびこめ おなじところに よもや離れじ」\n\n【現代語訳/Modern Translation】\n\n薫は大君への深い愛を、この「総角」の結び目に託して詠みました。二人で誓った永遠の契りを、どうかこの紐のように固く結んで離れないようにしたい、と願う薫の心は切実です。しかし大君は、父宮の遺言を重んじ、自分が結婚することで妹の立場が不安定になることを極度に恐れていました。\n\n【English Translation】\n\nKaoru recites: 'In these tasseled knots, I bind our eternal vow; surely in the same place we shall never part.' He expresses his deep devotion to Oishi, longing for a union as firm as the knots. However, Oishi remains steadfast in her refusal, bound by her late father's wishes and a desire to see her sister settled first.","さらに言葉を交わす/Speak further→3,庭を眺めて沈思する/Contemplate the garden→4",,,,,koto_music.mp3,heian_room.jpg,,,
3,normal,"【原文/Original】\n\n「いとどしく 露けき春の かすみかな」\n\n【現代語訳/Modern Translation】\n\n大君の態度は頑なです。彼女は自分の恋よりも、妹の中君を薫に託したいと願っていました。薫は彼女の拒絶に遭うたび、胸を締め付けられるような思いをします。宇治の山里に響く川の音さえも、二人を隔てる壁のように聞こえるのでした。執着を捨てきれない薫の苦悩が深まります。\n\n【English Translation】\n\nOishi’s resolve is unyielding. Rather than her own happiness, she wishes for Kaoru to marry her younger sister, Naka no Kimi. Every time Kaoru is rejected, he feels a tightening in his chest. Even the sound of the Uji River seems like a barrier between them. Kaoru’s suffering grows as he struggles to let go of his attachment.","執着との戦い/Battle with attachment→6,あらすじに戻る/Back to summary→1",,,,,koto_music.mp3,heian_room.jpg,,,
4,normal,"【現代語訳/Modern Translation】\n\n庭には色鮮やかな紅葉が散り敷いています。かつて八の宮と語り合った日々を思い出し、薫は無常感に浸ります。華やかな京の都とは対照的な、この寂れた山里の静寂こそが、自分の魂に相応しいと感じるのです。しかし、大君への恋心だけは、修行を妨げる雑念として残り続けていました。\n\n【English Translation】\n\nThe garden is covered with colorful autumn leaves. Recalling the days spent talking with the late Eighth Prince, Kaoru is immersed in a sense of impermanence. He feels that the silence of this desolate mountain village, so different from the brilliant capital, suits his soul. Yet, his love for Oishi remains a distracting thought, hindering his spiritual training.","大君の居所へ向かう/Go to Oishi's room→2,食事で心を落ち着ける/Calm the mind with food→5",,,,,temple_bell.mp3,garden_autumn.jpg,,,
5,normal,"【現代語訳/Modern Translation】\n\n供じられた質素ながらも心のこもった宇治の精進料理を口にします。川魚の塩焼きや山の幸が、荒んだ心にひと時の安らぎを与えてくれます。食事を終えると、少しだけ冷静に物事を考えられるようになりました。生きることの苦しみと、美しさの狭間で、薫は再び立ち上がります。\n\n【English Translation】\n\nKaoru partakes in a simple but heartfelt vegetarian meal of Uji. Salt-grilled river fish and mountain delicacies provide a moment of peace to his weary heart. After eating, he becomes able to think a little more calmly. Between the suffering of living and the beauty of existence, Kaoru stands up once more.","庭を眺めて沈思する/Contemplate the garden→4,大君の居所へ向かう/Go to Oishi's room→2",,,,,uji_ambient.mp3,dining.jpg,!eat,,
6,battle,"【現代語訳/Modern Translation】\n\n薫の心の中で、高潔な修行僧としての自制心と、一人の男としての激しい情欲がぶつかり合います。「なぜこれほどまでに彼女に執着するのか」という自問自答が、目に見えない敵となって襲いかかってきます。この葛藤を乗り越えなければ、彼は前へ進むことができません。\n\n【English Translation】\n\nIn Kaoru's heart, his self-restraint as a noble seeker of truth clashes with his intense passion as a man. The internal struggle of 'Why am I so attached to her?' attacks him like an invisible enemy. Unless he overcomes this conflict, he cannot move forward.",精神を統一する/Unify the spirit,己の執着/One's Attachment,7,12,7,koto_battle.mp3,inner_mind.jpg,,,
7,normal,"【現代語訳/Modern Translation】\n\n葛藤を制した薫は、一時的な安らぎを得ました。しかし、これは一時的なものに過ぎません。大君の心はすでに現世から離れつつあるようにも見えます。薫は、彼女を失うことへの恐怖を抱きながら、再び彼女の元へと歩み寄ります。運命の輪は残酷に回り続けています。\n\n【English Translation】\n\nHaving subdued his inner conflict, Kaoru finds temporary peace. But it is fleeting. Oishi's heart seems to be drifting away from the world. Gripped by the fear of losing her, Kaoru approaches her once more. The wheel of fate continues to turn cruelly.","中君と匂宮の件を相談する/Discuss Niou and Naka no Kimi→8,前の場面へ戻る/Back→3",,,,,uji_ambient.mp3,heian_room.jpg,,,
8,normal,"【現代語訳/Modern Translation】\n\n薫は、親友である匂宮を中君と引き合わせる手引きをします。せめて中君だけでも幸せにしてやりたいという大君の願いを叶えるためでしたが、これが皮肉にも大君をさらに追い詰める結果となります。匂宮の情熱的で移り気な性格を、大君は深く案じていたのでした。 \n\n【English Translation】\n\nKaoru arranges for his close friend, Niou no Miya, to meet Naka no Kimi. He does this to fulfill Oishi's wish for her sister's happiness, but ironically, this only drives Oishi further into a corner. She deeply worries about Niou's passionate yet fickle nature.","匂宮の訪れを待つ/Wait for Niou's visit→9,大君を説得する/Persuade Oishi→2",,,,,koto_music.mp3,gate.jpg,,,
9,normal,"【現代語訳/Modern Translation】\n\n匂宮が密かに宇治を訪れます。霧に紛れて忍んでくる彼の姿は、華やかで野心に満ちています。中君との契りは結ばれましたが、大君は独り、将来の不安に震えています。薫はそんな彼女を抱きしめたい衝動に駆られますが、礼節がそれを阻みます。\n\n【English Translation】\n\nNiou no Miya visits Uji in secret. Appearing through the mist, he is brilliant and ambitious. Although the union with Naka no Kimi is consummated, Oishi alone trembles with anxiety for the future. Kaoru is seized by an impulse to embrace her, but propriety forbids it.","冬の到来を感じる/Feel the arrival of winter→10,あらすじに戻る/Back to summary→1",,,,,winter_wind.mp3,snowy_uji.jpg,,,
10,normal,"【現代語訳/Modern Translation】\n\n季節は冬へと移ろい、宇治の寒さは骨身に沁みます。大君は心労からついに病に伏してしまいます。薫は必死に看病し、あらゆる加持祈祷を行わせますが、彼女の衰弱は止まりません。彼女の命が尽きようとする時、宇治の川音は絶え間ない嘆きの声のように響きます。\n\n【English Translation】\n\nThe seasons shift to winter, and the cold of Uji pierces to the bone. Oishi finally falls ill from the strain. Kaoru desperately tends to her, ordering all manner of prayers and rites, but her weakness continues. As her life begins to fade, the sound of the Uji River echoes like a constant lament.","最後の対話/Final dialogue→11,必死に祈る/Pray desperately→12",,,,,sad_koto.mp3,sickbed.jpg,,,
11,battle,"【現代語訳/Modern Translation】\n\n「私がいなくなっても、妹のことを…」と弱々しく語る大君。薫の心には、愛する人を救えない無力感と、不条理な運命に対する激しい怒りが渦巻きます。死という絶対的な別れを前に、薫の理性は崩壊寸前となります。迫りくる絶望という名の怪物との戦いです。\n\n【English Translation】\n\n'Even when I am gone, please care for my sister...' Oishi whispers weakly. In Kaoru's heart, a sense of helplessness at being unable to save his beloved and a fierce rage against absurd fate swirl. Faced with the absolute separation of death, Kaoru's reason nears collapse. It is a battle against the monster named Despair.",絶望に抗う/Resist despair,迫りくる絶望/Approaching Despair,9,12,12,requiem.mp3,darkness.jpg,,,
12,normal,"【現代語訳/Modern Translation】\n\n雪の降る夜、大君は静かに息を引き取りました。薫の嘆きは常軌を逸し、彼は亡き骸にしがみついて泣き崩れます。高潔であったはずの彼の姿はどこにもありません。愛の深さが、そのまま深い闇となって彼を飲み込んでしまいました。宇治の山里は、真っ白な雪に覆われ、すべてを覆い隠していきます。\n\n【English Translation】\n\nOn a snowy night, Oishi quietly breathes her last. Kaoru's grief is extraordinary; he clings to her remains and breaks down weeping. The noble figure he once was is nowhere to be seen. The depth of his love has turned into a deep darkness that swallows him whole. The village of Uji is covered in pure white snow, concealing everything.","葬儀を執り行う/Conduct the funeral→13,過去を回想する/Recall the past→4",,,,,funeral_bell.mp3,snow_scene.jpg,,,
13,normal,"【現代語訳/Modern Translation】\n\n葬儀が終わり、薫は抜け殻のようになって宇治に留まります。中君との間には、大君を共に悼むという奇妙な絆が生まれますが、それは薫が求めていた愛ではありませんでした。彼は自分の人生が、常に何かが欠けたまま進んでいくような予感に震えるのでした。\n\n【English Translation】\n\nThe funeral over, Kaoru remains in Uji like an empty shell. A strange bond of mourning Oishi together forms between him and Naka no Kimi, but it is not the love he sought. He trembles with a premonition that his life will always proceed with something missing.","次の物語へ/To the next story→20,最初から読み直す/Read from start→1",,,,,uji_ambient.mp3,uji_river.jpg,,,
20,end,"【次巻予告/Next Chapter Preview】\n\n次巻、第四十八帖「早蕨（さわらび）」。\n\n大君を亡くした深い悲しみの中、宇治の春が巡ってきます。中君は匂宮に迎えられて京へ移ることになりますが、薫との間には複雑な感情が残ります。亡き父宮や姉を想う中君の孤独と、新たな生活への不安。そして、薫の癒えぬ傷跡。宇治十帖の悲劇は、新たな局面を迎えます。\n\n[Next Chapter: Sawarabi]\nSpring returns to Uji amidst deep mourning. Naka no Kimi moves to the capital with Niou, but complex feelings remain with Kaoru. The story of Uji continues.",おわり/End,,,,,clear_fanfare.mp3,spring_uji.jpg, ,,
