id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\n桐壺帝が崩御し、朱雀帝の御世となりましたが、政権は右大臣派（弘徽殿女御）に握られ、光源氏（25歳）は宮中で孤立を深めていました。亡き父を慕う源氏は、かつて父の寵愛を受けた麗景殿女御と、その妹である花散里を訪ねます。ほととぎすが鳴き、橘の香りが漂う荒れた邸で、源氏は変わらぬ優しさに心を癒やされます。これは、華やかさを失いつつある源氏が、静かな情愛の中に安らぎを見出す、しめやかな物語です。\n\n【登場人物/Characters】\n光源氏 (25歳), 麗景殿女御, 花散里, 阿倍右馬頭\n\n【見どころ/Highlights】\n五月の雨の夜、橘の花の香りと共に語られる思い出。源氏の誠実さと、ひっそりと生きる女性たちの気高さ。\n\nFollowing the death of the Emperor Kiritsubo, the political power shifted to the Minister of the Right's faction, leaving Genji (age 25) increasingly isolated at court. Longing for his late father, Genji visits the Reikeiden Consort and her younger sister, Hanachirusato. In a dilapidated mansion where the cuckoo sings and the scent of orange blossoms wafts, Genji finds solace in their unchanging kindness. This is a quiet story of Genji finding peace in gentle affection amidst his declining fortunes.\n\nCharacters: Hikaru Genji, Reikeiden Consort, Hanachirusato, Abe no Umari.\n\nHighlights: The memories shared on a rainy May night with the scent of orange blossoms. Genji's sincerity and the nobility of women living in seclusion.",物語を始める/Start the story→2,,,,,nature_ambient.mp3,old_mansion.jpg,,,
2,normal,"【原文/Original】\n世の中変はり、人々の御心も移ろひゆく。源氏の君は、いとど静かになめらかなる道に立ち、世の煩はしきを思し捨つるに、亡き帝の御面影、いよいよ忘れがたく。\n\n【現代語訳/Modern Translation】\n世の中の情勢は一変し、人々の心も権力の方へと移ろっていきました。光源氏は宮中での立場が危うくなるにつれ、かえって静かで穏やかな生き方を求めるようになり、世俗の煩わしさから離れたいと願うようになります。しかし、亡き父帝の面影だけは、月日が経つほどに忘れがたく、心に深く刻まれていくのでした。周囲の冷淡な視線にさらされる中で、源氏はかつての父の面影を残す人々を訪ねたいという強い衝動に駆られるようになります。\n\nThe world has changed, and people's hearts have shifted toward power. As Genji's position at court became precarious, he began to seek a quiet and calm way of life, wishing to distance himself from worldly troubles. However, the image of his late father grew increasingly unforgettable as time passed. Exposed to the cold stares of those around him, Genji felt a strong urge to visit those who still held memories of his father.\n\nHis heart was heavy with the weight of political isolation, yet he found a strange clarity in his loneliness. This spiritual turning point marks the beginning of a journey to find emotional refuge among those who remain loyal to the past.","過去を懐かしむ/Long for the past→3,前の場面へ/Back→1",,,,,sad_melody.mp3,autumn_garden.jpg,,,
3,normal,"【原文/Original】\n五月雨の空、いとど眺め増さりて、橘の香なつかしく、昔の人のこと、いみじう思し出でらるるに、麗景殿の女御の御あたり、ゆかしく思しなりぬ。\n\n【現代語訳/Modern Translation】\n五月雨が降り続く空を眺めながら、源氏の物思いは深まるばかりでした。風に乗って運ばれてくる橘の花の香りは、古歌にも詠まれているように「昔の人」を思い出させます。源氏は、かつて父帝の寵愛を受け、今はひっそりと暮らしている麗景殿女御のことを思い出しました。彼女の邸は荒れ果てていると聞き、その寂しさを察すると、いてもたってもいられなくなり、忍びの姿で出かける準備を整えるのでした。\n\nGazing at the sky during the continuous May rains, Genji's contemplations deepened. The scent of orange blossoms carried by the breeze reminded him of 'people from the past,' as celebrated in ancient poetry. Genji recalled the Reikeiden Consort, who had once been favored by his father and was now living in seclusion. Hearing that her mansion had fallen into disrepair, his sympathy grew, and he prepared to visit her in disguise.\n\nThe fragrance of the Tachibana blossoms acted as a bridge between the glorious past and the somber present. He felt a profound connection to those who, like himself, were being forgotten by the new era.","忍びの旅へ/Prepare for the secret visit→4,前の場面へ/Back→2",,,,,rain_ambient.mp3,veranda.jpg,,,
4,normal,"【原文/Original】\n中川のわたりを通りたまふに、小さき家ながら、いとしどけなくしなしたる、琴の音の、いみじうしらべたるを聞きたまひて、立ち止まりたまふ。\n\n【現代語訳/Modern Translation】\n麗景殿女御の邸へ向かう途中、中川のあたりを通りかかると、小さくも趣のある家から、見事に調律された琴の音が聞こえてきました。源氏は思わず足を止め、その美しい調べに聞き入ります。主の風流な心が感じられ、寄り道をして声をかけてみようかと迷いが生じます。源氏は、こうした偶然の出会いの中に、予期せぬ情趣を見出すことを好む性格なのです。しかし、今日の目的を思い出し、一度は通り過ぎようと試みます。\n\nOn his way to the Reikeiden Consort's mansion, passing through Nakagawa, Genji heard the sound of a beautifully tuned koto coming from a small but charming house. He instinctively stopped to listen to the exquisite melody. Sensing the refined heart of the owner, he hesitated, wondering if he should stop and call out. Genji loved finding unexpected elegance in such chance encounters. However, recalling his primary purpose for the night, he initially tried to pass by.\n\nThe music was a sudden brightness in the dark, rainy night, tempting his ever-curious heart. It reminded him that even in obscurity, beauty and art continue to flourish.","寄り道するか迷う/Hesitate to stop→5,前の場面へ/Back→3",,,,,koto_music.mp3,small_house.jpg,,,
5,battle,"【葛藤/Inner Conflict】\n「このまま通り過ぎるべきか、それともこの琴の主に挨拶をすべきか」。源氏の好奇心と、本来の目的を果たそうとする誠実さが心の中でぶつかり合います。風流人としての情熱が、理性を揺さぶります。\n\n'Should I pass by, or should I greet the owner of this koto?' Genji's curiosity clashes with his sincerity toward his original goal. His passion as a man of refined taste shakes his reason.",好奇心に勝つ/Overcome curiosity,浮気心/Fickle Heart,4,8,6,battle_bgm.mp3,night_street.jpg,,,
6,normal,"【原文/Original】\nほととぎす、待ち顔に鳴きたるを、あはれと思して、わざとならぬ御消息を。昔おはせし人の御あたりなりければ、心とどめて立ち寄られたまふなりけり。\n\n【現代語訳/Modern Translation】\nちょうどその時、ほととぎすが待ちわびていたかのように鳴きました。その声に心打たれた源氏は、さりげない挨拶を送ることにしました。実はこの家は、以前亡くなったある高貴な方の関係者が住んでいた場所でした。源氏はその縁を思い出し、少しの間だけ立ち寄ることに決めたのです。偶然の中にも、過去の糸が複雑に絡み合っていることに、源氏は不思議な感動を覚えるのでした。\n\nJust then, a cuckoo sang as if it had been waiting for him. Touched by the sound, Genji decided to send a casual greeting. In fact, this house was inhabited by someone connected to a noble person who had passed away. Recalling this connection, Genji decided to stop for a short while. He felt a strange sense of wonder at how the threads of the past were intricately woven even into chance encounters.\n\nHe exchanged brief, poetic words with the lady inside, reaffirming that the world of the past still lingered in small, hidden corners of the capital. This brief interlude heightened his sense of nostalgia.","麗景殿の邸へ/Head to Reikeiden's mansion→7,前の場面へ/Back→5",,,,,nature_ambient.mp3,small_house.jpg,,,
7,normal,"【原文/Original】\n麗景殿の御もとには、昔の御物語など聞こえたまふ。いみじう荒れまどひて、人影も見えず、月影ばかりぞ、板敷の隙より漏りたる。\n\n【現代語訳/Modern Translation】\nようやく到着した麗景殿女御の邸は、想像以上に荒れ果てていました。手入れする者もいない庭には草が茂り、人影もほとんどありません。屋根の板の隙間からは月光が漏れ、かつての栄華を知る源氏の目には、その寂しさが痛いほど突き刺さります。源氏は女御と向かい合い、亡き父帝の頃の思い出話を静かに語り合いました。二人の間には、失われた時代を惜しむ、深い共感が流れていました。\n\nWhen he finally arrived at the Reikeiden Consort's mansion, it was more dilapidated than he had imagined. The garden was overgrown with weeds, and there were hardly any signs of people. Moonlight leaked through gaps in the roof planks, and to Genji, who remembered its former glory, the loneliness was piercing. Sitting with the consort, Genji quietly shared memories of his late father. Between them flowed a deep sympathy for a lost era.\n\nThe physical decay of the house served as a stark metaphor for their fading influence at court. Yet, in this desolation, their shared grief created a sacred space of mutual understanding.","昔話を続ける/Continue reminiscing→8,前の場面へ/Back→6",,,,,sad_melody.mp3,old_mansion.jpg,,,
8,normal,"【原文/Original】\n「橘の香りをなつかしみ、寄り道をして参りました」と聞こえたまふ。女御、涙を拭ひて、いみじうあはれなる御いらへをしたまふ。\n\n【現代語訳/Modern Translation】\n『橘の香りが懐かしく、思わず立ち寄ってしまいました』と源氏は優しく告げました。麗景殿女御は、世間から忘れられた自分たちを訪ねてくれた源氏の厚意に感動し、涙を拭いながら、しみじみと心のこもった返事をされました。源氏は、かつての父帝の寵妃が、これほどまでに清貧な暮らしを送りながらも、気品を失わずにいる姿を見て、深い尊敬の念を抱くのでした。\n\n'I came here, drawn by the nostalgic scent of the orange blossoms,' Genji gently said. Touched by Genji's kindness in visiting them when the rest of the world had forgotten them, the Reikeiden Consort wiped her tears and gave a heartfelt reply. Genji felt profound respect seeing how the former favorite of his father maintained her dignity despite living in such modest poverty.\n\nTheir conversation was not of the present political turmoil, but of the scents, sounds, and emotions that defined their shared history. It was a rare moment of genuine human connection for the isolated Genji.","花散里のもとへ/Go to Hanachirusato→9,前の場面へ/Back→7",,,,,nature_ambient.mp3,room.jpg,,,
9,normal,"【原文/Original】\n西の面に、花散里の君、住みたまふ。忍びて、そちらへ渡りたまへれば、いと恥づかしげに、つつましうしておはするなり。\n\n【現代語訳/Modern Translation】\n邸の西側に住んでいる花散里（麗景殿女御の妹）のもとへ、源氏は人目を忍んで移動しました。花散里は源氏を温かく、そして控えめに出迎えます。彼女は決して目立つ美しさを持つわけではありませんが、その穏やかで家庭的な雰囲気は、権力闘争に疲れ果てた源氏にとって、何よりの救いでした。源氏は彼女の誠実さを信じ、これからも変わらぬ情愛を捧げることを心に誓うのでした。\n\nGenji secretly moved to the western wing where Hanachirusato (the consort's younger sister) lived. She greeted him warmly and modestly. Although she did not possess a striking beauty, her calm and domestic aura was a great comfort to Genji, who was exhausted from political struggles. Genji trusted her sincerity and vowed in his heart to continue offering her his unchanging affection.\n\nUnlike the intense and often painful passions he felt for others, his love for Hanachirusato was like a gentle spring rain—quiet, persistent, and deeply nourishing. She represented a peaceful harbor in his stormy life.","語り合う/Talk with her→10,前の場面へ/Back→8",,,,,nature_ambient.mp3,veranda.jpg,,,
10,normal,"【食事/Dining】\n慎ましいながらも、まごころの籠もった食事が供されます。粗末な器に盛られた季節の品々は、宮廷の贅沢な宴席よりも、源氏の心を満たしてくれました。花散里の細やかな心遣いに触れながら、源氏は久々に心からの安らぎを感じ、箸を進めるのでした。食卓を囲む静かな時間が、彼の失われかけていた人間性を取り戻させてくれます。\n\nA modest but sincere meal is served. Seasonal dishes presented in simple bowls filled Genji's heart more than any lavish palace banquet. Touching Hanachirusato's thoughtful hospitality, Genji felt a rare, genuine peace and enjoyed the meal. The quiet time around the table helped him regain the humanity he felt he was losing.\n\nEach bite tasted of the kindness and loyalty that these sisters held for him. It was a spiritual nourishment that prepared him for the difficult days ahead.","食事を摂る/Have a meal→11,前の場面へ/Back→9",,,,,nature_ambient.mp3,room.jpg,!eat,,
