id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ/Summary】\n光源氏の三十六歳の新春。六条院の四つの町では、春の訪れとともに華やかな新年の行事が執り行われます。明石の姫君のもとには、大井の山荘にいる実母・明石の御方から「初音」の歌を添えた美しい鶯の贈り物が届きます。源氏は各町を巡り、それぞれの女性たちの美しさと個性を称えます。\n\n【登場人物/Characters】\n光源氏 (36歳): 栄華の絶頂にある主人公。\n紫の上 (28歳): 春の町の主。\n明石の御方 (27歳): 冬の町に住む、姫君の実母。\n明石の姫君 (9歳): 源氏と明石の御方の娘。\n\n【見どころ/Highlights】\n六条院の四季の美しさと、親子の情愛が描かれる至高の場面です。\n\n(English)\nGenji is 36. In the Rokujo-in estate, New Year's celebrations begin with blooming spring. A gift arrives for the young Akashi Princess from her biological mother. Genji visits each lady, admiring their distinct elegance. This chapter highlights the aesthetic peak of the estate and deep familial bonds.",物語を始める (Start the story)→2,,,,,court_music.mp3,spring_palace.jpg,,,
2,normal,"【原文】\n六条院の御正月は、いとどしき御栄えに、ものごとになまめかしく、のどけき春の御遊びを尽くしたまふ。\n\n【現代語訳】\n六条院の新年は、いっそうの繁栄に包まれ、あらゆる事柄が優雅で、のどかな春の遊びを尽くしていらっしゃいます。春の町の寝殿では、紫の上が新年の飾り付けを整え、庭の梅の蕾もほころび始めています。源氏はこの美しい光景を眺め、己の築き上げた楽園の完成を深く噛み締めていました。\n\n【English】\nThe New Year at Rokujo-in was marked by unprecedented prosperity. Every detail was steeped in elegance, and the spring festivities were carried out to the fullest. In the Spring Quarter, Murasaki prepared the ceremonial decorations as plum blossoms began to bud. Genji gazed upon this beauty, savoring the paradise he had created.","次へ (Next)→3,戻る (Go Back)→1",,,,,spring_palace.mp3,garden_plum.jpg,,,
3,normal,"【原文】\n春の町の御しつらひ、さらなり。東の渡殿の中の御戸を開けて、おはしわたる。\n\n【現代語訳】\n春の町のしつらえは、言うまでもなく完璧です。源氏は東の渡殿の戸を開けて、紫の上のいらっしゃる方へと渡っていきます。そこには、春の日差しを浴びて輝く、この世のものとは思えぬほど美しい紫の上の姿がありました。二人は静かに新年の挨拶を交わし、互いの変わらぬ情愛を確認し合うのでした。この穏やかな時間は、かつての苦難を忘れさせるほどに甘美なものでした。\n\n【English】\nThe furnishings of the Spring Quarter were beyond compare. Genji opened the door of the corridor and walked toward Murasaki's chambers. There she sat, glowing in the soft spring light, looking ethereal and divine. They exchanged New Year greetings, reaffirming their enduring love. This peaceful moment was so sweet it seemed to erase all past sorrows.","次へ (Next)→4,戻る (Go Back)→2",,,,,spring_palace.mp3,murasaki_room.jpg,,,
4,normal,"【原文】\n御膳など参る。心づかひしたまへるさま、いとなまめかしく。 \n\n【現代語訳】\n新年の御膳が運ばれてきました。紫の上の細やかなお心づかいが感じられる料理の数々は、見た目も美しく、高貴な香りが漂います。源氏は彼女の手料理を楽しみながら、六条院の平和を祈ります。ここでは食料を消費して体力を回復させることができます。穏やかな春の宴に、身も心も癒されていくのを感じます。\n\n【English】\nNew Year's delicacies were served. The careful attention Murasaki had paid to every dish was evident in their graceful presentation and noble aroma. Genji enjoyed the meal while praying for the peace of the household. Here, you may consume food to restore your health. In this gentle spring banquet, both body and soul are healed.","次へ (Next)→5,戻る (Go Back)→3",,,,,spring_palace.mp3,banquet.jpg,!eat,,
5,normal,"【原文】\n明石の姫君の御方におはすれば、いと若う美しうて、雛遊びしたまふ。 \n\n【現代語訳】\n源氏は明石の姫君の部屋を訪ねました。姫君はまだ幼く、大変可愛らしい様子で、新年の雛遊びに興じていらっしゃいます。源氏はこの愛娘の成長を誇らしく思いながらも、実の母である明石の御方から引き離して育てていることへの罪悪感に、ふと胸を締め付けられるのでした。姫君の屈託のない笑顔が、かえって源氏の心を揺さぶります。\n\n【English】\nGenji visited the young Akashi Princess. She was youthful and exquisite, deeply engrossed in her New Year's doll play. Watching her, Genji felt a swell of pride in her growth, yet his heart was suddenly gripped by guilt for having separated her from her biological mother. The girl's innocent smile flickered painfully in his heart.","次へ (Next)→6,戻る (Go Back)→4",,,,,gentle_theme.mp3,doll_play.jpg,,,
6,battle,"【原文】\n心の内には、え忘れたまはぬ人あるを、さすがに罪深くおぼゆ。 \n\n【現代語訳】\n源氏の心の中で、明石の御方への想いと、紫の上への義理が激しくぶつかり合います。彼女たちの幸せを願いつつも、誰かを傷つけているのではないかという葛藤が、目に見えない敵となって源氏に襲いかかります。これは源氏自身の内なる「良心の呵責」との戦いです。この精神的な迷いを打ち払い、前へ進まねばなりません。\n\n【English】\nIn his heart, his feelings for the Akashi Lady clashed violently with his loyalty to Murasaki. Though he wished for everyone's happiness, the fear that he was hurting those he loved manifested as an invisible enemy. This is a battle with Genji's own conscience. He must overcome this internal conflict to move forward.",戦う (Confront your guilt),内なる葛藤 (Internal Conflict),7,10,7,battle_inner.mp3,shadow_room.jpg,,,
7,normal,"【原文】\n雪の打ち散りたるを、人々「今日は初音なり」と聞こゆ。 \n\n【現代語訳】\n葛藤を乗り越えた源氏の前に、雪がうっすらと降り積もる美しい景色が広がります。女房たちが「今日は初音（鶯の鳴き初め）の日でございますね」と語り合っています。自然の移ろいは、人間の悩みなどどこ吹く風とばかりに、ただ美しく流れていきます。源氏は深呼吸をし、再び六条院の主としての威厳を取り戻しました。\n\n【English】\nAfter overcoming his inner turmoil, Genji beheld a landscape lightly dusted with snow. The ladies-in-waiting remarked, 'Today is the day of the First Song (Hatsune) of the bush warbler.' Nature continues its cycle, indifferent to human suffering. Genji took a deep breath, reclaiming his dignity as the Lord of Rokujo-in.","次へ (Next)→8,戻る (Go Back)→5",,,,,snow_garden.mp3,snow_garden.jpg,,,
8,normal,"【原文】\n明石の御方より、御贈り物あり。五葉の枝に、鶯の作り添へたる。 \n\n【現代語訳】\nそこへ、大井の山荘に住む明石の御方から姫君への贈り物が届きました。見事な五葉の松の枝に、精巧に作られた鶯が添えられています。その鶯の嘴には、一通の結び文が添えられていました。離れて暮らす母が、娘を想って用意した風雅な贈り物に、その場にいた人々は皆、その深い情愛に感銘を受けるのでした。\n\n【English】\nA gift arrived for the Princess from the Akashi Lady. It was a branch of five-needled pine with an exquisitely crafted bush warbler attached. In the bird's beak was a folded letter. Everyone present was deeply moved by the elegant gift, realizing the profound love of the mother living in separation.","次へ (Next)→9,戻る (Go Back)→7",,,,,noble_sadness.mp3,pine_gift.jpg,,,
9,normal,"【原文】\n「年月を松にひかれて経る人に 越えてたたかぬ鶯の声」 \n\n【現代語訳】\n手紙には和歌が記されていました。「長い年月を、あなたを待つ松（待つ）の木のように過ごしてきた私を差し置いて、先に初音を聞かせてくれる鶯（娘）の声が待ち遠しい」という意味です。娘に会えない悲しみを風雅に託したこの歌を読み、源氏は彼女の忍耐強い愛に心を打たれます。彼はこの歌を紫の上には隠そうとしますが、隠しきれるものではありませんでした。\n\n【English】\nThe letter contained a poem: 'To one who has spent years waiting like the pine, the voice of the warbler crossing over is long-awaited.' Reading this plea cloaked in elegance, Genji was struck by her patient love. He tried to hide the poem from Murasaki, but such deep emotion could not be concealed.","次へ (Next)→10,戻る (Go Back)→8",,,,,noble_sadness.mp3,letter_paper.jpg,,,
10,normal,"【原文】\n紫の上の御方に渡りたまへれば、いとどしき御しつらひの、目も輝くまで。 \n\n【現代語訳】\n源氏は再び紫の上の居所へ戻りました。そこは最高級の香が焚き込められ、調度品の一つ一つが光り輝くばかりの豪華さです。紫の上は明石の御方からの贈り物に気づきますが、決して嫉妬を見せず、むしろその雅さを称賛します。彼女の器の大きさに、源氏は改めて敬意を抱くのでした。二人の会話はどこまでも高潔で、洗練されています。\n\n【English】\nGenji returned to Murasaki's side. The room was filled with the finest incense, and every furnishing shone with splendor. Murasaki noticed the gift from the Akashi Lady but showed no jealousy; instead, she praised its grace. Genji felt a renewed respect for her nobility. Their conversation remained loftily refined.","次へ (Next)→11,戻る (Go Back)→9",,,,,royal_palace.mp3,luxury_room.jpg,,,
