id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
1,normal,"【あらすじ・登場人物・見どころ / Synopsis, Characters, and Highlights】\n\n薫（26歳）は、亡き大君に生き写しの異母妹・浮舟を見つけ、宇治の隠れ家に囲います。しかし、匂宮（26歳）も彼女の存在を知り、薫に成りすまして宇治を訪れ、彼女の心を奪います。浮舟（22歳）は、誠実だが冷ややかな薫と、情熱的で強引な匂宮の間で激しく揺れ動きます。本巻の見どころは、雪の宇治を舞台に繰り広げられる二人の貴公子による求愛と、板挟みになった浮舟の悲痛な葛藤です。\n\nKaoru (26) finds Ukifune, the half-sister of his late beloved Oimi, and hides her in Uji. However, Niou (26) discovers her and visits Uji disguised as Kaoru, capturing her heart. Ukifune (22) is torn between the sincere but cool Kaoru and the passionate, forceful Niou. The highlights include the courtship of the two princes in snowy Uji and Ukifune's agonizing dilemma.",物語を開始する / Start the Story→2,,,,,court_music.mp3,ujigawa.jpg,,,
2,normal,"【原文 / Original】\n「宇治の里、雪降り積みて、道もなきを、いかで分け来つらんと、女はわりなく思ひ乱れたまふ。」\n\n【現代文 / Modern Japanese】\n宇治の里に雪が降り積もり、道も定かではない中、あの方はどのようにして分けて来られたのだろうと、浮舟はただひたすらに思い乱れるのでした。薫の差し向けた迎えを待つ身でありながら、匂宮の情熱的な訪れに抗うことができず、彼女の心は千々に砕けます。冬の宇治川の瀬音が、まるで彼女の運命を急かすかのように不気味に響き渡ります。\n\n【English】\nSnow piled high in the village of Uji, obscuring the paths. Ukifune felt utterly confused, wondering how he had managed to make his way through. Though she was waiting for a messenger from Kaoru, she could not resist the passionate visit of Niou. Her heart was shattered into a thousand pieces. The sound of the Uji River in winter echoed ominously, as if hurrying her fate.","匂宮の誘いに応じる / Respond to Niou's Invitation→3,薫への義理を通す / Remain Faithful to Kaoru→4",,,,,snowy_uji.mp3,snow_landscape.jpg,,,
3,normal,"【原文 / Original】\n「宮は、例の、忍びて漕ぎ出でたまふ。橘の小島は、色も変はらぬを、波のしぶきに白妙なり。」\n\n【現代文 / Modern Japanese】\n匂宮はいつものように、忍んで小舟を漕ぎ出されました。橘の小島は常緑の葉を保っていますが、波のしぶきが凍りつき、白妙の美しさを纏っています。匂宮は浮舟を抱き寄せ、「薫よりも私の方が、あなたを深く愛している」と熱烈に囁きます。浮舟はその腕の中で、背徳感と甘美な悦びに震えるのでした。川面に映る月影さえも、二人の密かな逃避行を咎めるように揺れています。\n\n【English】\nNiou, as was his wont, secretly rowed out in a small boat. The little island of Tachibana remained evergreen, but it was turned white by the freezing spray of the waves. Niou held Ukifune close and whispered fervently, 'I love you more deeply than Kaoru ever could.' In his arms, Ukifune trembled with a mix of guilt and sweet pleasure. Even the moon reflected on the water seemed to waver, as if reproaching their secret escape.","小島で一時の休息を / A Moment of Rest on the Island→5,前の場面へ / Return to the previous scene→2",,,,,serene_river.mp3,tachibana_island.jpg,!eat,,
4,normal,"【原文 / Original】\n「薫の右大将は、いとまめやかに、後々のことまで頼もしげに宣ひ置きたれば、女は心細くもまた頼もしくも思へり。」\n\n【現代文 / Modern Japanese】\n薫の右大将は、非常に誠実に、将来のことまで頼もしくお約束されていたので、浮舟は心細いながらも彼を頼りに思っていました。薫の愛は静かで深い森のようであり、刺激には欠けますが、確かな安らぎを彼女に与えます。しかし、その信頼が匂宮への情欲によって裏切られているという事実が、彼女の良心を鋭い刃のように切り刻むのです。宇治の山里に、孤独な風が吹き抜けます。\n\n【English】\nKaoru, the Captain of the Right, had spoken so sincerely and reliably about the future that Ukifune felt reassured despite her loneliness. Kaoru's love was like a deep, quiet forest; though lacking excitement, it offered her certain peace. However, the fact that this trust was being betrayed by her desire for Niou cut her conscience like a sharp blade. A lonely wind blew through the mountain village of Uji.","薫の文を読み返す / Reread Kaoru's Letter→6,前の場面へ / Return to the previous scene→2",,,,,koto_music.mp3,uji_mansion.jpg,,,
5,normal,"【原文 / Original】\n「橘の小島の色は変はらじを 久しき世々をいかに契らむ」\n\n【現代文 / Modern Japanese】\n「橘の小島の緑は変わることがありませんが、私たちの永い契りはどのようにお約束しましょうか」と匂宮は歌を詠みます。浮舟は返歌をためらいますが、彼の強引な愛の前に、自らの意思は溶けて無くなってしまいそうです。宇治川の激しい流れは、都の喧騒を忘れさせ、二人だけの閉ざされた世界を作り出します。しかし、この幸福が長く続かないことを、彼女の魂は予感していました。\n\n【English】\n'The color of Tachibana Island shall never change; so how shall we pledge our vows for eternal ages?' Niou composed this poem. Ukifune hesitated to reply, but before his forceful love, her own will seemed to melt away. The rapid currents of the Uji River made them forget the bustle of the capital, creating a closed world for the two of them. However, her soul sensed that this happiness would not last long.","匂宮との仲を深める / Deepen the Bond with Niou→7,前の場面へ / Return to the previous scene→3",,,,,serene_river.mp3,boat_on_river.jpg,,,
6,battle,"【原文 / Original】\n「いづれをか、真の心とすべき。わが身の行く末、いとあやふし。」\n\n【現代文 / Modern Japanese】\nどちらを本当の恋人とすべきでしょうか。薫様の誠実さか、匂宮様の情熱か。浮舟の心の中で、二つの感情が激しく激突します。これは外部の敵との戦いではなく、自らの魂を引き裂く「心の迷い」との決戦です。自分でも制御不能な感情の渦に、彼女の精神は疲弊しきっています。正解のない問いに、彼女は独り立ち向かわねばなりません。\n\n【English】\n'Which one should I take as my true heart? My future is so uncertain.' In Ukifune's heart, two emotions clashed violently. This was not a battle with an external foe, but a decisive conflict with the 'lost heart' that tore her soul apart. Her spirit was exhausted by the whirlpool of uncontrollable emotions. She had to face a question with no right answer all by herself.",心の迷いと戦う / Fight the Confusion of the Heart,心の迷い (Confusion of the Heart),7,10,8,inner_conflict.mp3,mental_void.jpg,,,
7,normal,"【原文 / Original】\n「匂宮は、二日三日、宇治に留まりて、女を愛でたまふ。情け深き御様なり。」\n\n【現代文 / Modern Japanese】\n匂宮は二日も三日も宇治に留まり、浮舟を慈しまれました。その情愛の深さは、浮舟を一時的に苦悩から解放します。彼は世俗の目を盗み、ただ一人の女性として彼女を扱いました。しかし、都へ戻らねばならない時間は刻一刻と近づいています。別れの予感は、現在の甘美さをより一層切ないものへと変えていきます。降り止まぬ雪が、二人の足跡を静かに消し去っていきます。\n\n【English】\nNiou stayed in Uji for two or three days, cherishing Ukifune. His deep affection temporarily released her from her suffering. He stole away from the eyes of the world and treated her simply as a woman. However, the time for his return to the capital was drawing near. The premonition of parting turned their current sweetness into something even more poignant. The ceaseless snow quietly erased their footprints.","匂宮の別れを惜しむ / Regret the Parting with Niou→8,前の場面へ / Return to the previous scene→5",,,,,sad_melody.mp3,snow_mansion.jpg,,,
8,normal,"【原文 / Original】\n「女は、二人の男の心に懸かりて、いとわりなきを、死なまほしうのみ思ひ続けらる。」\n\n【現代文 / Modern Japanese】\n浮舟は、二人の高貴な男の心に繋ぎ止められ、どうしようもない板挟みの状態に陥りました。薫への申し訳なさと、匂宮への抑えきれぬ想い。どちらを選んでも誰かを傷つけ、自分も破滅する道しか残されていません。彼女は次第に「死んでしまいたい」という破滅的な願望に取り憑かれるようになります。宇治川の逆巻く濁流が、彼女には安らぎの死床のように見え始めるのでした。\n\n【English】\nCaught between the hearts of two men, Ukifune felt helpless and could think of nothing but a desire to die. The guilt towards Kaoru and the uncontrollable feelings for Niou—whichever she chose, someone would be hurt, and she would be ruined. She became increasingly obsessed with a self-destructive wish to die. The swirling, muddy waters of the Uji River began to look to her like a peaceful bed of death.","死の誘惑を感じる / Feel the Temptation of Death→9,前の場面へ / Return to the previous scene→7",,,,,ominous_ambient.mp3,river_current.jpg,,,
9,normal,"【原文 / Original】\n「母君の御文の、いといたはしきを読みて、女は涙せきあへたまはず。」\n\n【現代文 / Modern Japanese】\n母君（中将の君）からの手紙には、娘の身の上を案じる切々とした親心が綴られていました。それを読んだ浮舟は、涙をこらえることができません。自分が死ねば、この母をどれほど悲しませることか。しかし、今の苦境から逃れる術もまた、彼女には見つからないのです。親の愛さえも、今の彼女には重すぎる鎖のように感じられ、彼女を深淵へと引きずり込んでいきます。\n\n【English】\nReading her mother's letter, which was full of tender concern, Ukifune could not stem her tears. How much would her mother grieve if she were to die? Yet, she could find no way to escape her current predicament. Even her parent's love felt like a chain too heavy to bear, dragging her deeper into the abyss.","母への思いを馳せる / Think of her Mother→10,前の場面へ / Return to the previous scene→8",,,,,weeping_music.mp3,letter_paper.jpg,,,
10,normal,"【原文 / Original】\n「宇治の川霧、深く立ちこめて、向かひの岸も見えず。」\n\n【現代文 / Modern Japanese】\n宇治川に川霧が深く立ちこめ、対岸の景色さえも見えなくなりました。それはまるで、浮舟の不透明な未来そのものを象徴しているかのようです。彼女は自らの持ち物を整理し、身辺を清め始めます。その瞳にはもはや迷いはなく、ただ静かな、そして凍てつくような決意が宿っていました。宇治の山々は、悲劇の幕開けを沈黙のうちに見守っています。\n\n【English】\nThe river mist on the Uji rose thick, and the opposite bank could not be seen. It was as if it symbolized Ukifune's own opaque future. She began to organize her belongings and settle her affairs. In her eyes, there was no longer any hesitation, only a quiet, freezing determination. The mountains of Uji watched in silence as the tragedy began to unfold.","運命を受け入れる / Accept Fate→11,前の場面へ / Return to the previous scene→9",,,,,foggy_uji.mp3,misty_river.jpg,,,
